gene_callers_id,source,accession,function,e_value,split,start_in_split,stop_in_split,percentage_in_split,MAG
118229,CAZyme,-,GH142.hmm,6.7e-49,CP_000000001528_split_00001,15906,17973,100,DA_MAG_00060
119942,CAZyme,-,CBM83.hmm,3.4e-36,CP_000000001566_split_00002,20653,24802,100,DA_MAG_00037
117224,CAZyme,-,GH146.hmm,1.8000000000000002e-180,CP_000000001507_split_00002,1333,5476,100,DA_MAG_00116
135717,CAZyme,-,GH146.hmm,1.8e-179,CP_000000001932_split_00002,1449,4008,100,DA_MAG_00101
117225,CAZyme,-,GH146.hmm,1.9e-163,CP_000000001507_split_00002,5601,9804,100,DA_MAG_00116
137493,CAZyme,-,GH146.hmm,3e-50,CP_000000001974_split_00002,3028,5116,100,DA_MAG_00080
130385,CAZyme,-,GH146.hmm,1.3e-49,CP_000000001802_split_00002,5087,7121,100,DA_MAG_00039
128318,CAZyme,-,GH146.hmm,1.6e-21,CP_000000001754_split_00002,5438,7037,100,DA_MAG_00060
123654,CAZyme,-,GH151.hmm,2.6e-15,CP_000000001651_split_00001,12719,14768,100,DA_MAG_00060
137505,CAZyme,-,GH154.hmm,2.5e-21,CP_000000001974_split_00002,21185,21452,100,DA_MAG_00080
119506,CAZyme,-,GH165.hmm,2.6e-220,CP_000000001557_split_00002,14457,16134,100,DA_MAG_00122
132960,CAZyme,-,PL33.hmm,1.8e-38,CP_000000001864_split_00002,6878,8639,100,DA_MAG_00060
132960,CAZyme,-,PL35.hmm,6.6e-14,CP_000000001864_split_00002,6878,8639,100,DA_MAG_00060
137772,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.1e-43,CP_000000001981_split_00002,6406,8224,100,DA_MAG_00034
137760,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,8e-43,CP_000000001981_split_00001,14335,16786,100,DA_MAG_00034
128424,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.6e-39,CP_000000001757_split_00001,9636,10599,100,DA_MAG_00127
117321,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.3e-38,CP_000000001509_split_00002,21101,21920,100,DA_MAG_00127
135380,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,5.7e-38,CP_000000001924_split_00002,10546,11551,100,DA_MAG_00095
117323,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.3000000000000002e-37,CP_000000001509_split_00002,23211,24741,100,DA_MAG_00127
118701,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.4e-36,CP_000000001538_split_00002,14860,18313,100,DA_MAG_00055
135371,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.1000000000000002e-36,CP_000000001924_split_00002,1240,2221,100,DA_MAG_00095
137767,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,7.2e-36,CP_000000001981_split_00002,1964,2966,100,DA_MAG_00034
123017,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,6.699999999999999e-35,CP_000000001636_split_00002,12621,14712,100,DA_MAG_00062
118700,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,9.599999999999999e-35,CP_000000001538_split_00002,12093,14766,100,DA_MAG_00055
135382,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.7e-34,CP_000000001924_split_00002,12684,13857,100,DA_MAG_00095
127928,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.3000000000000001e-33,CP_000000001745_split_00002,821,1784,100,DA_MAG_00023
116665,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.5e-33,CP_000000001495_split_00001,16358,17108,100,DA_MAG_00082
119665,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.4e-33,CP_000000001561_split_00001,11267,12293,100,DA_MAG_00121
123016,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,6.8e-33,CP_000000001636_split_00002,10483,12580,100,DA_MAG_00062
121927,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.5e-32,CP_000000001609_split_00002,16616,17546,100,DA_MAG_00120
137765,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3e-32,CP_000000001981_split_00002,6,936,100,DA_MAG_00034
121452,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,8.5e-32,CP_000000001599_split_00002,10445,11390,100,DA_MAG_00088
120742,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.2e-31,CP_000000001583_split_00001,22815,23859,100,DA_MAG_00120
123018,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.3e-31,CP_000000001636_split_00002,14737,16828,100,DA_MAG_00062
121457,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.2e-31,CP_000000001599_split_00002,15575,16724,100,DA_MAG_00088
138048,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.1e-31,CP_000000001988_split_00001,16718,18047,100,DA_MAG_00023
131424,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,4e-31,CP_000000001827_split_00002,9849,11166,100,DA_MAG_00019
137773,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.3e-30,CP_000000001981_split_00002,8237,9206,100,DA_MAG_00034
121461,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,5.2000000000000004e-30,CP_000000001599_split_00002,20167,21283,100,DA_MAG_00088
123014,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,9.1e-29,CP_000000001636_split_00002,7617,8658,100,DA_MAG_00062
127929,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.7000000000000003e-28,CP_000000001745_split_00002,1792,2755,100,DA_MAG_00023
127930,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.1e-28,CP_000000001745_split_00002,2754,3732,100,DA_MAG_00023
126235,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.5e-28,CP_000000001708_split_00001,21496,22384,100,DA_MAG_00105
134349,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.7000000000000003e-28,CP_000000001899_split_00001,8354,9335,100,DA_MAG_00006
121456,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2e-27,CP_000000001599_split_00002,14117,15536,100,DA_MAG_00088
136155,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.3e-27,CP_000000001943_split_00002,16648,17584,100,DA_MAG_00034
134610,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.3e-27,CP_000000001905_split_00001,14030,15068,100,DA_MAG_00037
123009,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.1e-26,CP_000000001636_split_00002,1364,3137,100,DA_MAG_00062
134802,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.3e-26,CP_000000001910_split_00002,9697,10714,100,DA_MAG_00029
128445,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.3e-26,CP_000000001757_split_00002,6218,7241,100,DA_MAG_00127
122807,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.9999999999999996e-26,CP_000000001631_split_00002,10612,11638,100,DA_MAG_00087
130907,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,5.2e-26,CP_000000001814_split_00002,16948,17965,100,DA_MAG_00104
125886,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,7.2e-26,CP_000000001700_split_00002,5242,6172,100,DA_MAG_00019
132491,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.5e-25,CP_000000001853_split_00001,6075,7035,100,DA_MAG_00025
122777,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.9e-25,CP_000000001631_split_00001,2834,3779,100,DA_MAG_00087
131640,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,4.2e-25,CP_000000001833_split_00001,5750,6773,100,DA_MAG_00016
120817,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,6.2e-25,CP_000000001585_split_00001,18340,19360,100,DA_MAG_00030
127937,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,6.399999999999999e-25,CP_000000001745_split_00002,9086,12107,100,DA_MAG_00023
118694,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.0999999999999997e-24,CP_000000001538_split_00002,3931,4879,100,DA_MAG_00055
135376,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.3e-23,CP_000000001924_split_00002,5675,6644,100,DA_MAG_00095
127696,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,5.5e-22,CP_000000001739_split_00002,22797,24315,100,DA_MAG_00110
124931,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,8.4e-22,CP_000000001680_split_00002,10736,11798,100,DA_MAG_00026
122418,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.7e-21,CP_000000001622_split_00002,18232,19183,100,DA_MAG_00127
125876,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,4e-21,CP_000000001700_split_00001,15599,16388,100,DA_MAG_00019
137389,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.1e-20,CP_000000001971_split_00002,9913,10912,100,DA_MAG_00069
135561,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.3e-20,CP_000000001929_split_00002,11836,12511,100,DA_MAG_00013
128429,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.4e-19,CP_000000001757_split_00001,15571,16885,100,DA_MAG_00127
127941,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,4.4e-19,CP_000000001745_split_00002,15471,16410,100,DA_MAG_00023
127932,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,8.1e-18,CP_000000001745_split_00002,4078,4813,100,DA_MAG_00023
137985,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,4.9e-17,CP_000000001986_split_00002,16215,17001,100,DA_MAG_00054
139334,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.5e-16,CP_000000002021_split_00002,14826,17058,100,DA_MAG_00031
137777,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.5e-16,CP_000000001981_split_00002,13448,14369,100,DA_MAG_00034
137571,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,4.3e-16,CP_000000001976_split_00002,8729,11141,100,DA_MAG_00043
117320,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,8.6e-16,CP_000000001509_split_00002,20191,21094,100,DA_MAG_00127
121463,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.6e-15,CP_000000001599_split_00002,22724,23636,100,DA_MAG_00088
136436,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.9e-14,CP_000000001949_split_00001,12781,14056,100,DA_MAG_00027
117605,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,6.5e-14,CP_000000001515_split_00002,16964,17882,100,DA_MAG_00028
137759,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.6e-13,CP_000000001981_split_00001,8684,14357,100,DA_MAG_00034
125875,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.8e-13,CP_000000001700_split_00001,14789,15590,100,DA_MAG_00019
128450,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.5e-13,CP_000000001757_split_00002,11840,13397,100,DA_MAG_00127
118177,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.8e-13,CP_000000001527_split_00001,8086,9412,100,DA_MAG_00077
123018,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,3e-17,CP_000000001636_split_00002,14737,16828,100,DA_MAG_00062
123017,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,3e-15,CP_000000001636_split_00002,12621,14712,100,DA_MAG_00062
126235,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,6.1e-15,CP_000000001708_split_00001,21496,22384,100,DA_MAG_00105
116665,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,6.9e-15,CP_000000001495_split_00001,16358,17108,100,DA_MAG_00082
123016,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,3.2e-14,CP_000000001636_split_00002,10483,12580,100,DA_MAG_00062
127928,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,5.6e-14,CP_000000001745_split_00002,821,1784,100,DA_MAG_00023
137772,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,1.6e-13,CP_000000001981_split_00002,6406,8224,100,DA_MAG_00034
117323,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,3.5e-13,CP_000000001509_split_00002,23211,24741,100,DA_MAG_00127
127937,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,5.8e-13,CP_000000001745_split_00002,9086,12107,100,DA_MAG_00023
135371,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,8.1e-13,CP_000000001924_split_00002,1240,2221,100,DA_MAG_00095
135937,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,6.9e-30,CP_000000001938_split_00001,9422,10685,100,DA_MAG_00079
136436,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,2.1e-28,CP_000000001949_split_00001,12781,14056,100,DA_MAG_00027
131424,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,3.6000000000000003e-28,CP_000000001827_split_00002,9849,11166,100,DA_MAG_00019
138048,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,5.400000000000001e-28,CP_000000001988_split_00001,16718,18047,100,DA_MAG_00023
118177,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,2.5e-27,CP_000000001527_split_00001,8086,9412,100,DA_MAG_00077
127696,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,4.5e-27,CP_000000001739_split_00002,22797,24315,100,DA_MAG_00110
137772,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,1.5999999999999999e-24,CP_000000001981_split_00002,6406,8224,100,DA_MAG_00034
137760,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,7.9e-23,CP_000000001981_split_00001,14335,16786,100,DA_MAG_00034
137773,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,7.7e-20,CP_000000001981_split_00002,8237,9206,100,DA_MAG_00034
137767,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,2.4e-19,CP_000000001981_split_00002,1964,2966,100,DA_MAG_00034
121927,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,4e-19,CP_000000001609_split_00002,16616,17546,100,DA_MAG_00120
127928,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,1.8e-16,CP_000000001745_split_00002,821,1784,100,DA_MAG_00023
116665,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,2.4e-16,CP_000000001495_split_00001,16358,17108,100,DA_MAG_00082
120742,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,8.6e-16,CP_000000001583_split_00001,22815,23859,100,DA_MAG_00120
117323,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,2.8e-15,CP_000000001509_split_00002,23211,24741,100,DA_MAG_00127
135371,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,2.9e-14,CP_000000001924_split_00002,1240,2221,100,DA_MAG_00095
125876,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,7e-14,CP_000000001700_split_00001,15599,16388,100,DA_MAG_00019
123017,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,3.3e-13,CP_000000001636_split_00002,12621,14712,100,DA_MAG_00062
123002,CAZyme,PF13712.5,GT2_Glyco_tranf_2_5.hmm,2.2e-85,CP_000000001636_split_00001,18460,19126,100,DA_MAG_00062
123012,CAZyme,PF13712.5,GT2_Glyco_tranf_2_5.hmm,4.8e-85,CP_000000001636_split_00002,5212,6460,100,DA_MAG_00062
123005,CAZyme,PF13712.5,GT2_Glyco_tranf_2_5.hmm,2.0000000000000002e-81,CP_000000001636_split_00001,20846,22613,100,DA_MAG_00062
128444,CAZyme,PF13712.5,GT2_Glyco_tranf_2_5.hmm,5.7000000000000006e-80,CP_000000001757_split_00002,4917,6204,100,DA_MAG_00127
128454,CAZyme,PF13712.5,GT2_Glyco_tranf_2_5.hmm,1.5e-78,CP_000000001757_split_00002,17226,18249,100,DA_MAG_00127
123003,CAZyme,PF13712.5,GT2_Glyco_tranf_2_5.hmm,1.3e-74,CP_000000001636_split_00001,19127,20225,100,DA_MAG_00062
123016,CAZyme,PF13712.5,GT2_Glyco_tranf_2_5.hmm,2.5e-71,CP_000000001636_split_00002,10483,12580,100,DA_MAG_00062
123017,CAZyme,PF13712.5,GT2_Glyco_tranf_2_5.hmm,9.3e-69,CP_000000001636_split_00002,12621,14712,100,DA_MAG_00062
123018,CAZyme,PF13712.5,GT2_Glyco_tranf_2_5.hmm,1.9e-61,CP_000000001636_split_00002,14737,16828,100,DA_MAG_00062
127696,CAZyme,PF13632.5,GT2_Glyco_trans_2_3.hmm,7.899999999999999e-24,CP_000000001739_split_00002,22797,24315,100,DA_MAG_00110
136436,CAZyme,PF13632.5,GT2_Glyco_trans_2_3.hmm,7.7e-21,CP_000000001949_split_00001,12781,14056,100,DA_MAG_00027
135937,CAZyme,PF13632.5,GT2_Glyco_trans_2_3.hmm,2.9e-19,CP_000000001938_split_00001,9422,10685,100,DA_MAG_00079
138048,CAZyme,PF13632.5,GT2_Glyco_trans_2_3.hmm,1e-17,CP_000000001988_split_00001,16718,18047,100,DA_MAG_00023
131424,CAZyme,PF13632.5,GT2_Glyco_trans_2_3.hmm,6.2e-17,CP_000000001827_split_00002,9849,11166,100,DA_MAG_00019
118177,CAZyme,PF13632.5,GT2_Glyco_trans_2_3.hmm,1.6e-16,CP_000000001527_split_00001,8086,9412,100,DA_MAG_00077
123815,CAZyme,PF13632.5,GT2_Glyco_trans_2_3.hmm,1.4e-13,CP_000000001654_split_00002,14836,17932,100,DA_MAG_00011
121581,CAZyme,-,AA1_1.hmm,8.099999999999999e-35,CP_000000001602_split_00001,21195,23523,100,DA_MAG_00110
121581,CAZyme,-,AA1_2.hmm,4.799999999999999e-41,CP_000000001602_split_00001,21195,23523,100,DA_MAG_00110
130720,CAZyme,-,AA1_2.hmm,6.2e-14,CP_000000001810_split_00002,5908,7459,100,DA_MAG_00002
121581,CAZyme,-,AA1_3.hmm,5.4e-47,CP_000000001602_split_00001,21195,23523,100,DA_MAG_00110
130720,CAZyme,-,AA1_3.hmm,3.5e-15,CP_000000001810_split_00002,5908,7459,100,DA_MAG_00002
133330,CAZyme,-,AA3_1.hmm,1.4e-53,CP_000000001874_split_00002,16271,17942,100,DA_MAG_00002
133330,CAZyme,-,AA3_2.hmm,4.7e-162,CP_000000001874_split_00002,16271,17942,100,DA_MAG_00002
133330,CAZyme,-,AA3_3.hmm,1.2e-84,CP_000000001874_split_00002,16271,17942,100,DA_MAG_00002
123790,CAZyme,-,GH13_10.hmm,5.3e-48,CP_000000001654_split_00001,11146,13264,100,DA_MAG_00011
116743,CAZyme,-,GH13_10.hmm,3.5e-40,CP_000000001497_split_00001,9347,11225,100,DA_MAG_00128
130296,CAZyme,-,GH13_10.hmm,2.7999999999999998e-39,CP_000000001800_split_00001,19086,20985,100,DA_MAG_00033
134724,CAZyme,-,GH13_10.hmm,1.7e-38,CP_000000001908_split_00001,20519,22865,100,DA_MAG_00028
133487,CAZyme,-,GH13_10.hmm,1.9000000000000002e-38,CP_000000001879_split_00001,16544,18569,100,DA_MAG_00095
131242,CAZyme,-,GH13_10.hmm,4.1e-37,CP_000000001822_split_00002,3825,6075,100,DA_MAG_00043
129608,CAZyme,-,GH13_10.hmm,5.1e-37,CP_000000001784_split_00001,17387,19229,100,DA_MAG_00079
117762,CAZyme,-,GH13_10.hmm,8e-37,CP_000000001519_split_00001,7535,9416,100,DA_MAG_00042
126076,CAZyme,-,GH13_10.hmm,1.3e-36,CP_000000001705_split_00001,4370,6293,100,DA_MAG_00037
121674,CAZyme,-,GH13_10.hmm,2.9999999999999998e-36,CP_000000001604_split_00001,20888,22790,100,DA_MAG_00062
133513,CAZyme,-,GH13_10.hmm,1.1e-35,CP_000000001880_split_00001,9919,11824,100,DA_MAG_00067
123808,CAZyme,-,GH13_10.hmm,2.5e-35,CP_000000001654_split_00002,6903,9255,100,DA_MAG_00011
118690,CAZyme,-,GH13_10.hmm,7.3e-34,CP_000000001538_split_00001,21469,23608,100,DA_MAG_00055
124923,CAZyme,-,GH13_10.hmm,1.4e-32,CP_000000001680_split_00002,1300,3223,100,DA_MAG_00026
137196,CAZyme,-,GH13_10.hmm,3.1e-31,CP_000000001967_split_00001,16519,18262,100,DA_MAG_00060
127681,CAZyme,-,GH13_10.hmm,5.1000000000000004e-30,CP_000000001739_split_00002,6814,8824,100,DA_MAG_00110
122004,CAZyme,-,GH13_10.hmm,1.4000000000000001e-28,CP_000000001612_split_00001,4678,6403,100,DA_MAG_00060
127881,CAZyme,-,GH13_10.hmm,2.2000000000000002e-27,CP_000000001744_split_00001,19140,21204,100,DA_MAG_00120
134638,CAZyme,-,GH13_10.hmm,3.9e-24,CP_000000001905_split_00002,18820,20491,100,DA_MAG_00037
137782,CAZyme,-,GH13_10.hmm,3.9e-24,CP_000000001981_split_00002,20026,21694,100,DA_MAG_00034
132641,CAZyme,-,GH13_10.hmm,2.3e-23,CP_000000001856_split_00002,3025,4681,100,DA_MAG_00126
123080,CAZyme,-,GH13_10.hmm,2.3e-23,CP_000000001638_split_00001,17434,19132,100,DA_MAG_00020
124911,CAZyme,-,GH13_10.hmm,5.8e-23,CP_000000001680_split_00001,11092,12325,100,DA_MAG_00026
130291,CAZyme,-,GH13_10.hmm,1.4000000000000002e-22,CP_000000001800_split_00001,10913,12788,100,DA_MAG_00033
117583,CAZyme,-,GH13_10.hmm,1.9e-22,CP_000000001515_split_00001,7450,9319,100,DA_MAG_00028
119942,CAZyme,-,GH13_10.hmm,1e-21,CP_000000001566_split_00002,20653,24802,100,DA_MAG_00037
123782,CAZyme,-,GH13_10.hmm,2.3e-21,CP_000000001653_split_00002,21614,23636,100,DA_MAG_00088
117517,CAZyme,-,GH13_10.hmm,3.7e-19,CP_000000001513_split_00002,9277,11197,100,DA_MAG_00127
124861,CAZyme,-,GH13_10.hmm,4.5e-19,CP_000000001679_split_00001,292,1975,100,DA_MAG_00060
137800,CAZyme,-,GH13_10.hmm,1.3e-18,CP_000000001982_split_00002,118,1975,100,DA_MAG_00041
132100,CAZyme,-,GH13_10.hmm,1.7e-18,CP_000000001843_split_00002,18286,19831,100,DA_MAG_00025
124585,CAZyme,-,GH13_10.hmm,8.5e-17,CP_000000001672_split_00002,7992,9846,100,DA_MAG_00042
134931,CAZyme,-,GH13_10.hmm,1.3e-16,CP_000000001913_split_00002,13991,16037,100,DA_MAG_00045
119717,CAZyme,-,GH13_10.hmm,9.8e-16,CP_000000001562_split_00001,15992,17882,100,DA_MAG_00026
127240,CAZyme,-,GH13_10.hmm,4.9e-15,CP_000000001730_split_00001,7529,9785,100,DA_MAG_00026
135830,CAZyme,-,GH13_10.hmm,1.4e-14,CP_000000001935_split_00001,20043,21981,100,DA_MAG_00020
118451,CAZyme,-,GH13_10.hmm,1.6e-14,CP_000000001533_split_00001,20428,22570,100,DA_MAG_00101
124142,CAZyme,-,GH13_10.hmm,1.7e-13,CP_000000001662_split_00001,17337,19233,100,DA_MAG_00003
123790,CAZyme,-,GH13_11.hmm,1.8e-172,CP_000000001654_split_00001,11146,13264,100,DA_MAG_00011
117583,CAZyme,-,GH13_11.hmm,7.6e-76,CP_000000001515_split_00001,7450,9319,100,DA_MAG_00028
123782,CAZyme,-,GH13_11.hmm,1.2e-68,CP_000000001653_split_00002,21614,23636,100,DA_MAG_00088
117517,CAZyme,-,GH13_11.hmm,4.2e-67,CP_000000001513_split_00002,9277,11197,100,DA_MAG_00127
137800,CAZyme,-,GH13_11.hmm,1.9000000000000002e-58,CP_000000001982_split_00002,118,1975,100,DA_MAG_00041
118690,CAZyme,-,GH13_11.hmm,9.999999999999999e-43,CP_000000001538_split_00001,21469,23608,100,DA_MAG_00055
129608,CAZyme,-,GH13_11.hmm,2.5e-24,CP_000000001784_split_00001,17387,19229,100,DA_MAG_00079
116743,CAZyme,-,GH13_11.hmm,6.199999999999999e-24,CP_000000001497_split_00001,9347,11225,100,DA_MAG_00128
134638,CAZyme,-,GH13_11.hmm,1.4000000000000002e-23,CP_000000001905_split_00002,18820,20491,100,DA_MAG_00037
122004,CAZyme,-,GH13_11.hmm,2.2e-21,CP_000000001612_split_00001,4678,6403,100,DA_MAG_00060
130296,CAZyme,-,GH13_11.hmm,2.7e-20,CP_000000001800_split_00001,19086,20985,100,DA_MAG_00033
117762,CAZyme,-,GH13_11.hmm,6.7e-20,CP_000000001519_split_00001,7535,9416,100,DA_MAG_00042
137196,CAZyme,-,GH13_11.hmm,8.7e-20,CP_000000001967_split_00001,16519,18262,100,DA_MAG_00060
133487,CAZyme,-,GH13_11.hmm,4e-19,CP_000000001879_split_00001,16544,18569,100,DA_MAG_00095
133513,CAZyme,-,GH13_11.hmm,1.2e-18,CP_000000001880_split_00001,9919,11824,100,DA_MAG_00067
131242,CAZyme,-,GH13_11.hmm,2.8e-18,CP_000000001822_split_00002,3825,6075,100,DA_MAG_00043
126076,CAZyme,-,GH13_11.hmm,3.4e-18,CP_000000001705_split_00001,4370,6293,100,DA_MAG_00037
134724,CAZyme,-,GH13_11.hmm,4.4e-18,CP_000000001908_split_00001,20519,22865,100,DA_MAG_00028
127881,CAZyme,-,GH13_11.hmm,4.6e-18,CP_000000001744_split_00001,19140,21204,100,DA_MAG_00120
137782,CAZyme,-,GH13_11.hmm,9.3e-18,CP_000000001981_split_00002,20026,21694,100,DA_MAG_00034
121674,CAZyme,-,GH13_11.hmm,1.2e-17,CP_000000001604_split_00001,20888,22790,100,DA_MAG_00062
127681,CAZyme,-,GH13_11.hmm,1.4e-17,CP_000000001739_split_00002,6814,8824,100,DA_MAG_00110
124923,CAZyme,-,GH13_11.hmm,6.4e-17,CP_000000001680_split_00002,1300,3223,100,DA_MAG_00026
123808,CAZyme,-,GH13_11.hmm,1.2e-16,CP_000000001654_split_00002,6903,9255,100,DA_MAG_00011
123080,CAZyme,-,GH13_11.hmm,1.8e-15,CP_000000001638_split_00001,17434,19132,100,DA_MAG_00020
132641,CAZyme,-,GH13_11.hmm,9.5e-15,CP_000000001856_split_00002,3025,4681,100,DA_MAG_00126
124911,CAZyme,-,GH13_11.hmm,1e-14,CP_000000001680_split_00001,11092,12325,100,DA_MAG_00026
124861,CAZyme,-,GH13_11.hmm,1.1e-14,CP_000000001679_split_00001,292,1975,100,DA_MAG_00060
119942,CAZyme,-,GH13_11.hmm,5.3e-14,CP_000000001566_split_00002,20653,24802,100,DA_MAG_00037
127240,CAZyme,-,GH13_11.hmm,7.5e-13,CP_000000001730_split_00001,7529,9785,100,DA_MAG_00026
119942,CAZyme,-,GH13_12.hmm,1.4000000000000001e-80,CP_000000001566_split_00002,20653,24802,100,DA_MAG_00037
118690,CAZyme,-,GH13_12.hmm,3.1e-45,CP_000000001538_split_00001,21469,23608,100,DA_MAG_00055
134638,CAZyme,-,GH13_12.hmm,5.300000000000001e-28,CP_000000001905_split_00002,18820,20491,100,DA_MAG_00037
137196,CAZyme,-,GH13_12.hmm,3.9000000000000004e-27,CP_000000001967_split_00001,16519,18262,100,DA_MAG_00060
124911,CAZyme,-,GH13_12.hmm,3.6e-26,CP_000000001680_split_00001,11092,12325,100,DA_MAG_00026
123790,CAZyme,-,GH13_12.hmm,1.8999999999999998e-24,CP_000000001654_split_00001,11146,13264,100,DA_MAG_00011
122004,CAZyme,-,GH13_12.hmm,5e-24,CP_000000001612_split_00001,4678,6403,100,DA_MAG_00060
