gene,donor_3_jejunum
NZ_RAZK01000039.1_cds_WP_120484901.1_4155,1
NZ_CP021422.1_cds_WP_066541243.1_1986,1
G1-3A_GL0016573,1
Food_9_GL0062521,1
HF-F_13_GL0267353,1
NZ_RAYH01000003.1_cds_WP_120362967.1_529,1
3-5_GL0023460,1
gene_3919790,1
Group2-1A_GL0115969,1
S-Fe11_GL0023466,1
gene_1865470,1
MC-6-4_GL0032024,1
NZ_KE383895.1_cds_WP_016310128.1_104,1
AF73-05_10_GL0170372,1
2B-dyr24-06_GL0044405,1
gene_4229236,1
AF73-05_10_GL0321668,1
NZ_KB822434.1_cds_WP_004044884.1_1112,1
NZ_RAZK01000065.1_cds_WP_120485746.1_5722,1
gene_560692,1
gene_3574211,1
NZ_KB822443.1_cds_WP_004070873.1_1327,1
Food_14_GL0078712,1
AF73-05_2_GL0224090,1
10_GL0070894,1
NZ_RAYQ01000014.1_cds_WP_120470558.1_495,1
7-8_GL0060429,1
HF-F_13_GL0268640,1
gene_1158269,1
S-Fe10_GL0165766,1
gene_4586420,1
Food_8_GL0285504,1
gene_926955,1
HF-F_5_GL0073549,1
S-Fe16_GL0041535,1
gene_560677,1
gene_360193,1
gene_327118,1
gene_3036660,1
11_GL0047156,1
gene_1822311,1
HF-S_7_GL0254724,1
G1-7A_GL0097458,1
18_GL0102700,1
8-2_GL0047994,1
gene_1353678,1
HF-F_13_GL0463170,1
DSM22607_8_GL0150610,1
Food_3_GL0269701,1
gene_1090443,1
gene_4213589,1
11_GL0040284,1
11_GL0046559,1
Chow_8_GL0242468,1
S-Fe10_GL0072834,1
gene_2395039,1
NZ_QZFS01000133.1_cds_WP_129184074.1_1019,1
AF73-05_11_GL0113003,1
gene_4286964,1
gene_3942741,1
gene_4465093,1
NZ_AUGK01000004.1_cds_WP_084636226.1_701,1
gene_4586835,1
MC-0-1_GL0030750,1
gene_4555002,1
DSM22607_12_GL0363817,1
DSM22607_9_GL0187172,1
38_GL0121434,1
18_GL0108812,1
gene_1290874,1
11_GL0142218,1
gene_4172668,1
gene_3577483,1
gene_728692,1
Food_1_GL0325986,1
gene_4050857,1
gene_3940939,1
gene_2054251,1
gene_1368601,1
gene_2013521,1
6-4_GL0032518,1
gene_2580959,1
AF73-05_7_GL0014066,1
2A-dyr16-06_GL0037791,1
NZ_KB822413.1_cds_WP_004039692.1_154,1
gene_2003983,1
7-4_GL0096631,1
7-8_GL0160392,1
NZ_QWMU01000063.1_cds_WP_004047422.1_1678,1
AF73-05_10_GL0397533,1
4-7_GL0030901,1
gene_4131725,1
2-2_GL0107336,1
gene_4581950,1
S-Fe9_GL0071629,1
NZ_NHMT01000001.1_cds_WP_035169428.1_1430,1
14_GL0046511,1
Chow_8_GL0105360,1
gene_523187,1
gene_805294,1
4-7_GL0130860,1
2-1_GL0106354,1
35_GL0056242,1
gene_3443785,1
gene_3011048,1
gene_4035797,1
8-5_GL0077213,1
MC-6-1_GL0077126,1
NZ_AUGK01000005.1_cds_WP_028026444.1_929,1
2-5_GL0081529,1
gene_2807043,1
11_GL0154233,1
gene_1766231,1
NZ_KB822481.1_cds_WP_004057354.1_2201,1
gene_3812995,1
23_GL0077793,1
gene_3400285,1
gene_2776139,1
MC-0-1_GL0090066,1
Chow_1_GL0211630,1
Food_11_GL0087928,1
8-4_GL0004538,1
gene_2031879,1
gene_3820776,1
S-Fe6_GL0242114,1
5-1_GL0009581,1
4-2_GL0118458,1
gene_2415051,1
DSM22607_8_GL0299542,1
gene_4028270,1
HF-F_10_GL0328851,1
10_GL0061901,1
Food_10_GL0157510,1
NZ_QWMU01000009.1_cds_WP_004047759.1_2183,1
7-5_GL0097241,1
Food_9_GL0170179,1
Food_5_GL0038647,1
11_GL0045174,1
Chow_5_GL0328942,1
10_GL0019355,1
gene_2101938,1
gene_3131554,1
gene_1607791,1
Food_10_GL0205712,1
gene_4576720,1
HF-F_13_GL0183110,1
NZ_KE159646.1_cds_732,1
1-4_GL0066807,1
10_GL0084278,1
AF73-05_9_GL0035763,1
Chow_1_GL0055234,1
HF-F_13_GL0312214,1
gene_4091892,1
NZ_KB822487.1_cds_WP_004060291.1_3227,1
gene_3549706,1
33_GL0029577,1
AF73-05_13_GL0308736,1
NZ_QIBY01000002.1_cds_WP_123184913.1_477,1
gene_725851,1
Chow_7_GL0239109,1
gene_2756260,1
NZ_KB822436.1_cds_WP_083866651.1_1776,1
Group2-7A_GL0080919,1
DSM22607_8_GL0098129,1
gene_4443485,1
gene_4007770,1
gene_1155396,1
2-1_GL0067356,1
NZ_RAYQ01000039.1_cds_WP_120472219.1_2704,1
DSM22607_3_GL0309093,1
gene_1273448,1
gene_4336986,1
gene_558038,1
Chow_6_GL0068927,1
18_GL0055069,1
gene_531212,1
AF73-05_13_GL0194489,1
Food_12_GL0073773,1
Chow_5_GL0049849,1
Chow_4_GL0317023,1
G1-1A_GL0088650,1
MC-6-3_GL0023648,1
7-1_GL0083358,1
HF-F_13_GL0483629,1
MH-6-3_GL0048675,1
HF-S_9_GL0086526,1
gene_4634815,1
gene_941472,1
gene_4065275,1
gene_809805,1
19_GL0047260,1
gene_3911371,1
gene_1492088,1
HF-F_13_GL0229585,1
NZ_RAYX01000067.1_cds_WP_120377371.1_1519,1
MH-0-3_GL0092921,1
HF-S_9_GL0006610,1
G1-8A_GL0027355,1
OB-1_5_GL0152702,1
NZ_RAYO01000067.1_cds_WP_120397014.1_2669,1
Food_9_GL0429821,1
gene_109189,1
OB-1_4_GL0205187,1
gene_4329599,1
MC-6-2_GL0025316,1
gene_3672487,1
2-1_GL0027945,1
gene_1263848,1
AF73-05_11_GL0295865,1
NZ_KI535318.1_cds_WP_023346286.1_653,1
gene_2081070,1
1A-dyr1-07_GL0031557,1
HF-F_1_GL0273572,1
gene_2525172,1
NZ_RAYX01000040.1_cds_WP_120377136.1_1166,1
NZ_KE159646.1_cds_WP_016308681.1_433,1
OB-1_1_GL0071801,1
NZ_KB822434.1_cds_WP_004044732.1_1032,1
NZ_KB822441.1_cds_WP_004068960.1_398,1
AF73-05_7_GL0299743,1
Food_13_GL0100423,1
gene_1816555,1
gene_449496,1
7-5_GL0044217,1
gene_3872582,1
2_GL0053497,1
gene_4384677,1
gene_4574795,1
NZ_AUGK01000016.1_cds_WP_028027443.1_2201,1
4-1_GL0023385,1
AF73-05_13_GL0300172,1
gene_2006689,1
Chow_4_GL0129949,1
NZ_KB822435.1_cds_WP_004045752.1_1580,1
gene_3668076,1
4-1_GL0013141,1
OB-1_7_GL0057170,1
gene_4541888,1
Group2-3A_GL0155678,1
HF-S_14_GL0136146,1
11_GL0046290,1
NZ_KB822409.1_cds_WP_081610280.1_1841,1
Food_6_GL0156354,1
Food_9_GL0202381,1
NZ_RAYQ01000094.1_cds_WP_120472558.1_4411,1
NZ_CP021422.1_cds_WP_066537118.1_84,1
DSM22607_11_GL0313144,1
gene_4585089,1
8-6_GL0081970,1
gene_3331214,1
Group2-3A_GL0074753,1
NZ_KE159646.1_cds_WP_016309030.1_774,1
gene_1711333,1
HF-F_13_GL0108531,1
gene_803849,1
NZ_AUGK01000014.1_cds_WP_028027317.1_2036,1
S-Fe10_GL0053649,1
NZ_RAYX01000056.1_cds_WP_120377288.1_1386,1
gene_3852472,1
gene_3993102,1
5-2_GL0071571,1
HF-S_14_GL0320989,1
1-3_GL0099388,1
29_GL0026220,1
2A-dyr16-07_GL0087027,1
Chow_4_GL0045072,1
Chow_1_GL0014607,1
NZ_AUGK01000003.1_cds_WP_084636172.1_419,1
gene_4288744,1
6-1_GL0073107,1
gene_4267660,1
NZ_KB822413.1_cds_WP_004040296.1_445,1
gene_3890536,1
gene_4394038,1
6_GL0083276,1
DSM22607_12_GL0126842,1
NZ_KB822413.1_cds_WP_004040509.1_548,1
2A-dyr13-07_GL0025348,1
gene_1774985,1
36_GL0053840,1
36_GL0066600,1
10_GL0014514,1
gene_3433945,1
1A-dyr3-06_GL0045355,1
gene_473364,1
S-Fe20_GL0075323,1
MC-6-2_GL0182318,1
gene_517667,1
gene_3502160,1
MC-0-1_GL0019903,1
gene_3153385,1
ERR1211992_Scaf20_1773,1
gene_4599164,1
NZ_RAYX01000154.1_cds_WP_120377743.1_373,1
NZ_KB822441.1_cds_WP_004069093.1_473,1
gene_2029573,1
NZ_RAYH01000022.1_cds_WP_002515208.1_2415,1
8-8_GL0102775,1
gene_3330442,1
Group2-8A_GL0090948,1
gene_1029833,1
gene_2147644,1
gene_3039142,1
MH-6-4_GL0097367,1
16_GL0082797,1
gene_3636052,1
OB-1_4_GL0270557,1
gene_2268700,1
45_GL0057719,1
gene_471813,1
5-2_GL0084633,1
gene_1901805,1
7-6_GL0123755,1
gene_3417059,1
gene_1713173,1
gene_3677295,1
gene_3910421,1
5-2_GL0056034,1
S-Fe3_GL0135947,1
NZ_RAYB01000003.1_cds_WP_121705454.1_2618,1
NZ_AUGK01000014.1_cds_WP_028027353.1_2082,1
Food_10_GL0276889,1
gene_1480322,1
MH-0-5_GL0072570,1
Food_11_GL0296631,1
NZ_RAZD01000003.1_cds_2468,1
gene_4458765,1
38_GL0126539,1
gene_1819771,1
11_GL0127302,1
HF-F_13_GL0323799,1
8_GL0167875,1
NZ_KE159646.1_cds_WP_084811461.1_974,1
1-1_GL0084663,1
Group2-8A_GL0129618,1
gene_1160059,1
gene_3419199,1
G1-2A_GL0000922,1
4-7_GL0146692,1
2A-dyr13-07_GL0037933,1
NZ_KB822434.1_cds_WP_004044897.1_1118,1
HF-F_14_GL0363797,1
AF73-05_10_GL0333609,1
gene_3739304,1
NZ_KB822435.1_cds_WP_004045697.1_1554,1
NZ_RAZF01000051.1_cds_WP_120428995.1_2422,1
gene_4185234,1
gene_4607797,1
HF-S_3_GL0346848,1
gene_3350862,1
Chow_1_GL0214690,1
MH-6-5_GL0072752,1
DSM22607_12_GL0129326,1
gene_3533897,1
gene_1632001,1
gene_4353970,1
1-7_GL0105774,1
11_GL0030519,1
G1-7A_GL0029517,1
gene_172121,1
gene_3574437,1
NZ_QWMU01000052.1_cds_WP_004050298.1_1514,1
gene_2162033,1
gene_3276264,1
gene_2577199,1
gene_4303363,1
NZ_RAZD01000017.1_cds_WP_120420687.1_740,1
S-Fe11_GL0152471,1
MH-0-5_GL0129323,1
4-2_GL0119377,1
S-Fe8_GL0038627,1
Chow_2_GL0086905,1
7-4_GL0089077,1
10_GL0081484,1
gene_1990730,1
Chow_4_GL0068066,1
3B-dyr36-06_GL0037065,1
gene_110970,1
Food_6_GL0116711,1
S-Fe9_GL0151093,1
HF-S_14_GL0039841,1
Group2-8A_GL0225783,1
gene_2211821,1
AF73-05_14_GL0365720,1
HF-F_7_GL0240645,1
gene_1695001,1
10_GL0063262,1
gene_3924028,1
Chow_5_GL0134630,1
11_GL0046560,1
6-4_GL0107945,1
gene_797287,1
1A-dyr4-07_GL0104722,1
gene_1828946,1
NZ_RAYX01000024.1_cds_WP_120376901.1_805,1
2A-dyr16-06_GL0064848,1
gene_478757,1
5_GL0069254,1
gene_3258316,1
gene_3829629,1
26_GL0093377,1
HF-F_13_GL0216330,1
gene_1105089,1
2A-dyr13-07_GL0019591,1
gene_3693716,1
S-Fe7_GL0151861,1
S-Fe12_GL0203311,1
10_GL0049036,1
MC-0-1_GL0055026,1
Group2-4A_GL0150835,1
S-Fe7_GL0028196,1
Group2-3A_GL0122376,1
13_GL0086441,1
37_GL0052584,1
gene_794782,1
gene_4105230,1
gene_2547471,1
ERR1212009_Scaf71_1721,1
gene_2980240,1
gene_3962385,1
10_GL0017046,1
HF-F_13_GL0226643,1
Chow_5_GL0127045,1
NZ_NHMQ01000002.1_cds_WP_007494640.1_2165,1
S-Fe2_GL0028587,1
6-1_GL0069957,1
gene_3894583,1
DSM22607_11_GL0280666,1
10_GL0063257,1
gene_4630711,1
Food_14_GL0042164,1
DSM22607_13_GL0161596,1
OB-1_6_GL0280735,1
Chow_6_GL0047197,1
gene_1510898,1
OB-1_5_GL0218437,1
NZ_NHMR02000001.1_cds_WP_065523770.1_793,1
1A-dyr2-07_GL0042349,1
gene_3677347,1
7-4_GL0045681,1
gene_2767049,1
51_GL0126043,1
S-Fe16_GL0069796,1
HF-F_13_GL0484977,1
NZ_KB822434.1_cds_WP_004044939.1_1144,1
NZ_RAYE01000067.1_cds_WP_120446607.1_4366,1
gene_2284845,1
OB-1_3_GL0363059,1
gene_1865609,1
6-5_GL0134458,1
gene_3931546,1
gene_3007889,1
gene_1273451,1
gene_4304715,1
NZ_RAYR01000020.1_cds_WP_120412856.1_797,1
8-6_GL0053054,1
MH-6-5_GL0011255,1
3-6_GL0006646,1
NZ_RAYV01000004.1_cds_WP_120359410.1_1242,1
AF73-05_8_GL0354303,1
gene_2803463,1
1-7_GL0073883,1
HF-F_13_GL0054874,1
NZ_NHMT01000001.1_cds_WP_065532660.1_660,1
18_GL0079605,1
HF-F_13_GL0180487,1
gene_2973912,1
gene_1857531,1
gene_3060562,1
S-Fe10_GL0020274,1
AF73-05_8_GL0352803,1
NZ_QIBY01000016.1_cds_WP_123186023.1_1623,1
AF73-05_7_GL0036072,1
gene_990951,1
gene_1273446,1
Food_9_GL0403268,1
2-1_GL0114069,1
45_GL0104888,1
NZ_RAYV01000002.1_cds_WP_120359265.1_1051,1
gene_1930525,1
gene_2880697,1
HF-F_13_GL0073517,1
NZ_QIBY01000005.1_cds_WP_123185336.1_911,1
HF-F_2_GL0281862,1
gene_2417840,1
HF-F_14_GL0178387,1
4-1_GL0022864,1
gene_2916714,1
gene_3423437,1
DSM22607_12_GL0114815,1
S-Fe15_GL0046434,1
5-3_GL0035648,1
NZ_KB822435.1_cds_WP_004045495.1_1404,1
Food_10_GL0234531,1
gene_3762951,1
5-8_GL0051301,1
gene_4411826,1
gene_1568469,1
gene_2013830,1
gene_323119,1
8-3_GL0031660,1
gene_2253913,1
3-1_GL0041969,1
AF73-05_2_GL0250287,1
HF-F_14_GL0457282,1
2A-dyr14-06_GL0045701,1
1_GL0095037,1
NZ_AUGK01000009.1_cds_WP_051190994.1_1547,1
gene_3816718,1
1_GL0000559,1
11_GL0051478,1
NZ_QIBY01000016.1_cds_WP_123186018.1_1616,1
Food_6_GL0042310,1
NZ_QZFS01000179.1_cds_2014,1
S-Fe11_GL0109213,1
HF-S_8_GL0193067,1
S-Fe9_GL0042154,1
DSM22607_3_GL0172880,1
gene_1793839,1
NZ_NHTR01000001.1_cds_WP_065551255.1_2369,1
17_GL0069030,1
gene_501823,1
NZ_KB822444.1_cds_WP_004071371.1_1503,1
gene_590846,1
gene_4462496,1
gene_3255158,1
NZ_KB822441.1_cds_WP_004069427.1_647,1
gene_4345655,1
DSM22607_10_GL0153336,1
gene_563859,1
gene_2512027,1
NZ_RAZE01000038.1_cds_WP_120400857.1_2692,1
gene_3323362,1
gene_2089065,1
5-8_GL0070090,1
S-Fe2_GL0115605,1
gene_3631614,1
gene_1617288,1
NZ_KB822413.1_cds_WP_004040580.1_588,1
NZ_RAZH01000002.1_cds_WP_120391505.1_1478,1
gene_4449232,1
gene_3179662,1
NZ_NHMT01000001.1_cds_WP_003670480.1_687,1
gene_3921476,1
gene_4278520,1
gene_4496703,1
Food_10_GL0023594,1
gene_1985771,1
HF-F_4_GL0249872,1
gene_2593708,1
S-Fe20_GL0192158,1
NZ_NHMT01000001.1_cds_WP_065533123.1_1733,1
MH-6-2_GL0126082,1
NZ_NHMT01000001.1_cds_WP_065533150.1_1698,1
S-Fe10_GL0117440,1
HF-F_7_GL0314184,1
Food_11_GL0303805,1
gene_4300847,1
gene_3838905,1
OB-1_3_GL0131229,1
S-Fe2_GL0032159,1
gene_4364441,1
NZ_KE159646.1_cds_WP_016309330.1_1073,1
S-Fe20_GL0195538,1
S-Fe17_GL0109206,1
Food_12_GL0028072,1
1-1_GL0127109,1
S-Fe6_GL0097317,1
gene_3830375,1
gene_3509189,1
gene_2324828,1
HF-S_13_GL0234199,1
8_GL0073971,1
4-2_GL0123336,1
Food_10_GL0076343,1
gene_2471567,1
Food_5_GL0081947,1
Group2-2A_GL0000799,1
15_GL0141304,1
HF-F_3_GL0096336,1
gene_615048,1
gene_3237680,1
8-3_GL0064120,1
Food_3_GL0058214,1
gene_2873820,1
20_GL0009689,1
NZ_NHMT01000001.1_cds_WP_065533461.1_1079,1
Food_11_GL0240748,1
NZ_RAYX01000039.1_cds_WP_120377115.1_1106,1
Food_5_GL0318509,1
gene_3748976,1
3_GL0014417,1
Chow_5_GL0249050,1
gene_3762291,1
gene_158809,1
12_GL0006065,1
Food_10_GL0198802,1
NZ_RAYX01000078.1_cds_WP_120377446.1_1642,1
7-1_GL0070721,1
gene_2629747,1
gene_4073852,1
S-Fe7_GL0127158,1
gene_4617728,1
gene_2673338,1
gene_1307038,1
1A-dyr4-07_GL0107329,1
Group2-2A_GL0134472,1
gene_926846,1
gene_623816,1
NZ_RAYH01000018.1_cds_WP_002519856.1_2138,1
10_GL0063235,1
DSM22607_9_GL0263260,1
AF73-05_11_GL0281336,1
26_GL0126061,1
gene_333753,1
gene_1127227,1
gene_3616451,1
gene_1161373,1
gene_1663130,1
NZ_RAYU01000776.1_cds_WP_120476208.1_6497,1
gene_4152799,1
gene_1210594,1
Food_7_GL0060665,1
10_GL0014250,1
2A-dyr13-07_GL0038823,1
gene_187640,1
gene_4624786,1
gene_2495231,1
gene_2749386,1
gene_2216668,1
gene_2836942,1
NZ_QZFS01000075.1_cds_WP_129182274.1_8039,1
7-1_GL0055779,1
gene_1126975,1
ERR1212013_Scaf62_633,1
HF-F_13_GL0189422,1
gene_1168744,1
10_GL0068131,1
Chow_1_GL0041657,1
MH-0-5_GL0061408,1
gene_4322802,1
2-6_GL0038964,1
AF73-05_10_GL0123023,1
2-1_GL0090503,1
Food_14_GL0216531,1
S-Fe3_GL0055865,1
gene_3510955,1
5-1_GL0004773,1
Food_13_GL0081111,1
2A-dyr16-07_GL0003822,1
gene_4359763,1
S-Fe10_GL0086486,1
gene_2940570,1
DSM22607_12_GL0239727,1
6-7_GL0067979,1
gene_1544598,1
Food_14_GL0258736,1
gene_4166651,1
Group2-4A_GL0139848,1
32_GL0014623,1
gene_2516843,1
gene_3905455,1
NZ_RAYX01000023.1_cds_WP_120376894.1_785,1
gene_2340679,1
OB-1_10_GL0032690,1
2788631917,1
33_GL0086062,1
8-8_GL0021875,1
33_GL0078101,1
8-5_GL0033043,1
3-3_GL0070213,1
Food_6_GL0066496,1
gene_2217638,1
45_GL0012189,1
6-3_GL0028083,1
HF-F_13_GL0113714,1
17_GL0159741,1
HF-S_5_GL0231884,1
HF-S_4_GL0238689,1
gene_4388208,1
HF-F_13_GL0259192,1
Group2-8A_GL0014035,1
gene_3731355,1
NZ_KB822434.1_cds_WP_004045054.1_1206,1
NZ_KB822445.1_cds_WP_004072098.1_1791,1
S-Fe8_GL0014534,1
gene_383374,1
gene_3515425,1
Chow_1_GL0078231,1
gene_3311807,1
gene_4467177,1
gene_495403,1
gene_1580499,1
gene_2346156,1
Food_4_GL0212562,1
gene_3831024,1
gene_1021362,1
Food_5_GL0146237,1
gene_147098,1
NZ_RAYX01000158.1_cds_WP_120377753.1_388,1
gene_4577900,1
gene_484474,1
2-2_GL0060783,1
S-Fe17_GL0011758,1
MH-6-3_GL0002541,1
S-Fe4_GL0013870,1
NZ_RAYH01000001.1_cds_WP_002519131.1_227,1
Food_11_GL0246958,1
HF-F_13_GL0099333,1
gene_686085,1
MC-0-1_GL0004955,1
gene_1252417,1
gene_2166943,1
gene_1474607,1
S-Fe10_GL0067477,1
11_GL0135417,1
gene_3881182,1
NZ_QIBY01000001.1_cds_WP_123184796.1_390,1
gene_2626000,1
gene_2375015,1
gene_635291,1
10_GL0037605,1
2A-dyr13-07_GL0011078,1
11_GL0014311,1
Chow_8_GL0235519,1
NZ_RAYH01000006.1_cds_WP_015011356.1_1177,1
NZ_KB822445.1_cds_WP_004071901.1_1702,1
Food_1_GL0336270,1
7-4_GL0011642,1
gene_3929385,1
gene_2329664,1
gene_1668793,1
gene_2220999,1
S-Fe19_GL0113025,1
gene_2562201,1
S-Fe10_GL0054951,1
ERR1211992_Scaf36_2174,1
DSM22607_2_GL0288555,1
NZ_NHMT01000001.1_cds_WP_065533262.1_1457,1
23_GL0026118,1
gene_1993193,1
MC-6-4_GL0025843,1
gene_4369831,1
gene_2524823,1
Chow_8_GL0016828,1
gene_3946593,1
6-2_GL0077763,1
gene_4363227,1
Food_10_GL0123775,1
S-Fe3_GL0114681,1
AF73-05_10_GL0087055,1
gene_2730778,1
gene_3686705,1
1A-dyr5-07_GL0025120,1
NZ_CP021421.1_cds_WP_068960162.1_216,1
Group2-5A_GL0017655,1
MC-6-1_GL0059000,1
gene_519595,1
7_GL0108561,1
gene_4179148,1
gene_3375164,1
Chow_7_GL0188718,1
gene_3759991,1
gene_4416993,1
Chow_8_GL0090178,1
NZ_AUGK01000003.1_cds_WP_028025991.1_364,1
10_GL0081949,1
Food_10_GL0112526,1
NZ_KB822466.1_cds_WP_004080016.1_4401,1
gene_4432244,1
gene_3300994,1
Food_12_GL0089651,1
5-7_GL0033772,1
gene_442550,1
2_GL0066424,1
2-1_GL0120351,1
HF-S_14_GL0370924,1
G1-8A_GL0015193,1
gene_4356672,1
gene_537694,1
gene_3301392,1
gene_2763917,1
HF-F_2_GL0182737,1
gene_3800296,1
gene_3557500,1
Food_7_GL0275691,1
HF-S_3_GL0107959,1
8-8_GL0043838,1
AF73-05_10_GL0136333,1
ERR1212024_Scaf13_804,1
gene_353102,1
gene_1096765,1
gene_3809470,1
gene_1845287,1
gene_282482,1
gene_3879018,1
S-Fe3_GL0030540,1
2A-dyr16-07_GL0072110,1
gene_4017042,1
gene_2865587,1
gene_1840413,1
MH-0-3_GL0031294,1
MH-6-1_GL0139553,1
gene_3119228,1
2A-dyr13-07_GL0038812,1
S-Fe10_GL0055941,1
17_GL0003798,1
S-Fe16_GL0008341,1
Food_12_GL0067115,1
45_GL0138275,1
Group2-5A_GL0106793,1
Group2-7A_GL0028483,1
NZ_NHMT01000001.1_cds_WP_065532718.1_567,1
gene_4365425,1
33_GL0106795,1
Chow_7_GL0123572,1
NZ_RAYM01000040.1_cds_WP_120435817.1_1818,1
gene_1628780,1
gene_4329017,1
17_GL0040574,1
2788631952,1
17_GL0015888,1
MC-0-1_GL0088990,1
gene_681219,1
10_GL0008020,1
DSM22607_13_GL0224173,1
gene_3892596,1
S-Fe4_GL0176882,1
gene_751639,1
gene_268602,1
Chow_1_GL0279285,1
23_GL0044838,1
2B-dyr24-07_GL0028569,1
gene_4083624,1
gene_1799117,1
HF-F_9_GL0271267,1
Food_10_GL0020528,1
gene_3058563,1
gene_36505,1
HF-F_13_GL0066932,1
HF-F_13_GL0132286,1
HF-S_13_GL0232727,1
DSM22607_3_GL0091317,1
gene_3580913,1
gene_1776173,1
2A-dyr13-07_GL0036730,1
24_GL0004393,1
AF73-05_2_GL0094022,1
OB-1_5_GL0228331,1
gene_1967024,1
NZ_NHMT01000001.1_cds_WP_065533598.1_853,1
MC-6-5_GL0110315,1
G1-1A_GL0110272,1
NZ_RAYX01000085.1_cds_WP_120377492.1_1734,1
MC-6-2_GL0152590,1
12_GL0002782,1
4-5_GL0060641,1
NZ_RAYX01000037.1_cds_WP_120377096.1_1083,1
gene_1657300,1
HF-F_13_GL0354141,1
NZ_RAYM01000028.1_cds_WP_120434458.1_659,1
gene_2611842,1
G1-1A_GL0060162,1
11_GL0077770,1
Food_12_GL0003321,1
HF-S_14_GL0122312,1
Food_10_GL0112644,1
17_GL0160252,1
NZ_KB822435.1_cds_WP_004045443.1_1358,1
gene_3444231,1
gene_2832785,1
G1-3A_GL0069363,1
gene_4442252,1
gene_4518989,1
HF-F_13_GL0500585,1
2A-dyr13-07_GL0037940,1
gene_3331194,1
gene_590851,1
gene_2924172,1
gene_2021794,1
gene_996832,1
gene_3191450,1
11_GL0113159,1
3-5_GL0015822,1
gene_839571,1
G1-1A_GL0105407,1
5-2_GL0009034,1
5-5_GL0090806,1
Food_10_GL0263809,1
DSM22607_12_GL0293454,1
47_GL0140491,1
OB-1_11_GL0174221,1
gene_417741,1
NZ_RAYX01000123.1_cds_WP_120377660.1_174,1
AF73-05_7_GL0025958,1
gene_2552939,1
gene_901210,1
Group2-8A_GL0194312,1
NZ_RAYX01000032.1_cds_WP_120377031.1_1006,1
gene_914050,1
2_GL0101791,1
gene_1456358,1
3-6_GL0027488,1
S-Fe11_GL0007901,1
NZ_QWMU01000089.1_cds_WP_004050259.1_2035,1
gene_4273648,1
4-2_GL0053204,1
NZ_RAYX01000058.1_cds_WP_120377308.1_1407,1
gene_603421,1
gene_321250,1
DSM22607_8_GL0385286,1
HF-F_11_GL0038494,1
gene_2943392,1
G1-3A_GL0076116,1
Food_10_GL0016841,1
NZ_KB822442.1_cds_WP_004070036.1_907,1
10_GL0059000,1
HF-F_13_GL0435200,1
NZ_KB822435.1_cds_WP_004045416.1_1334,1
gene_4252851,1
2-1_GL0042789,1
gene_4484734,1
gene_1630110,1
gene_681208,1
gene_4141243,1
OB-1_5_GL0101335,1
2_GL0052062,1
HF-F_1_GL0277724,1
MC-6-5_GL0053223,1
HF-F_13_GL0326693,1
HF-F_7_GL0280178,1
Chow_7_GL0177047,1
1A-dyr4-07_GL0054951,1
gene_1755816,1
MH-6-4_GL0057506,1
gene_2663262,1
Food_8_GL0141015,1
NZ_RAYX01000001.1_cds_WP_120376227.1_635,1
gene_3762978,1
38_GL0077687,1
S-Fe20_GL0017313,1
gene_2802024,1
gene_2132112,1
gene_4075011,1
S-Fe2_GL0159600,1
16_GL0015838,1
NZ_RAZA01000034.1_cds_2552,1
gene_2558059,1
HF-F_13_GL0504287,1
MH-0-3_GL0031742,1
Group2-3A_GL0062670,1
Chow_5_GL0029443,1
gene_2396585,1
gene_3048072,1
ERR1211992_Scaf15_1394,1
MC-6-4_GL0057586,1
HF-F_14_GL0266510,1
Food_14_GL0157407,1
Chow_1_GL0085346,1
1A-dyr2-07_GL0069704,1
gene_777093,1
AF73-05_4_GL0194860,1
2-5_GL0019846,1
gene_521750,1
Food_1_GL0263296,1
Food_12_GL0227606,1
gene_160359,1
5-1_GL0032166,1
gene_4484027,1
gene_1462703,1
8-6_GL0065852,1
AF73-05_13_GL0184581,1
S-Fe10_GL0168033,1
DSM22607_12_GL0040428,1
11_GL0132484,1
NZ_RAYM01000033.1_cds_WP_120435047.1_984,1
gene_284427,1
8-7_GL0030726,1
NZ_QWMU01000058.1_cds_WP_004048883.1_1599,1
gene_1768158,1
gene_677520,1
gene_3351931,1
Food_5_GL0171403,1
gene_3556814,1
20_GL0067493,1
NZ_QWMU01000154.1_cds_WP_004049192.1_352,1
gene_3342786,1
MC-0-1_GL0036998,1
OB-1_8_GL0151009,1
Food_11_GL0282545,1
gene_1052627,1
4-7_GL0089130,1
Chow_4_GL0222020,1
ERR1211992_Scaf12_1149,1
Group2-7A_GL0130776,1
gene_3181567,1
3B-dyr36-06_GL0043994,1
gene_3967462,1
3-8_GL0062254,1
S-Fe6_GL0245719,1
S-Fe3_GL0202543,1
7-1_GL0019654,1
gene_1956001,1
NZ_RAYH01000003.1_cds_WP_002519005.1_518,1
gene_4378839,1
Food_11_GL0286343,1
NZ_AUGK01000004.1_cds_WP_028026286.1_738,1
gene_3722821,1
8_GL0020576,1
7-8_GL0099917,1
gene_3468077,1
gene_2510953,1
gene_3211278,1
Food_14_GL0263112,1
Chow_2_GL0099723,1
Food_14_GL0123340,1
3-1_GL0028178,1
Food_10_GL0153215,1
S-Fe3_GL0181092,1
11_GL0092713,1
G1-1A_GL0096523,1
2-1_GL0109951,1
1A-dyr2-07_GL0000985,1
HF-F_14_GL0315904,1
S-Fe20_GL0015901,1
gene_2906622,1
