gene,noFMT_1_duodenum
AF73-05_7_GL0336661,1
S-Fe10_GL0173124,1
Chow_4_GL0205263,1
gene_73162,1
gene_790544,1
gene_4024923,1
gene_4519530,1
4_GL0048341,1
gene_460568,1
gene_1894934,1
S-Fe7_GL0006248,1
G1-7A_GL0062325,1
G1-4A_GL0073044,1
NZ_CP021421.1_cds_WP_068961829.1_926,1
gene_3664180,1
gene_3398892,1
gene_3871047,1
Chow_3_GL0169229,1
gene_2737126,1
2-1_GL0042645,1
S-Fe5_GL0059751,1
gene_4506120,1
1-1_GL0008061,1
NZ_NHMU01000002.1_cds_WP_065538037.1_1405,1
1A-dyr3-07_GL0020850,1
gene_2448381,1
1-1_GL0057902,1
MC-6-1_GL0109078,1
gene_4073489,1
gene_3692025,1
gene_65035,1
gene_1516178,1
Group2-7A_GL0024005,1
Food_9_GL0230012,1
gene_4433557,1
S-Fe18_GL0008782,1
11_GL0032531,1
G1-5A_GL0213431,1
4-7_GL0012660,1
16_GL0113205,1
gene_1397977,1
10_GL0059893,1
S-Fe10_GL0032612,1
10_GL0075344,1
NZ_RAYH01000020.1_cds_WP_015011643.1_2258,1
MC-6-2_GL0009019,1
S-Fe10_GL0085618,1
gene_2622352,1
gene_3840544,1
gene_4307791,1
gene_4365813,1
Chow_1_GL0144342,1
G1-7A_GL0111302,1
gene_1863403,1
gene_2363091,1
MC-6-4_GL0106937,1
MC-0-1_GL0007138,1
gene_3880789,1
gene_4366926,1
G1-1A_GL0063312,1
gene_4622198,1
gene_2045560,1
G1-1A_GL0118238,1
gene_1505746,1
gene_3189899,1
gene_3960962,1
Chow_3_GL0120825,1
gene_2330449,1
36_GL0007670,1
gene_4289916,1
DSM22607_10_GL0077055,1
11_GL0002101,1
Chow_1_GL0176567,1
S-Fe3_GL0177956,1
gene_3125837,1
gene_3803085,1
S-Fe10_GL0119829,1
MC-0-1_GL0079386,1
8-3_GL0020664,1
Chow_3_GL0063836,1
gene_4494225,1
MC-0-1_GL0084037,1
Chow_1_GL0097305,1
Chow_3_GL0057460,1
gene_2382063,1
Food_1_GL0176087,1
MC-6-4_GL0106193,1
Food_10_GL0139616,1
2-1_GL0053651,1
10_GL0069489,1
gene_1844134,1
gene_4063525,1
11_GL0092700,1
NZ_KB822571.1_cds_WP_007656792.1_4515,1
gene_4516216,1
gene_3263043,1
gene_4396790,1
gene_4593320,1
OB-1_5_GL0248686,1
gene_4382990,1
10_GL0048110,1
2-1_GL0022051,1
NZ_RAYH01000019.1_cds_WP_002516976.1_2179,1
15_GL0116380,1
gene_3969246,1
Food_9_GL0135390,1
G1-1A_GL0059692,1
gene_233009,1
S-Fe11_GL0095759,1
MC-6-3_GL0044712,1
gene_3493051,1
2-3_GL0018395,1
Chow_3_GL0167944,1
gene_3500012,1
gene_4142947,1
16_GL0100217,1
6-2_GL0058977,1
S-Fe6_GL0116007,1
gene_3970831,1
gene_2543968,1
NZ_RAYH01000009.1_cds_WP_002516212.1_1522,1
1-1_GL0045088,1
6-2_GL0018307,1
MC-6-1_GL0035348,1
MC-0-1_GL0038241,1
S-Fe11_GL0024737,1
gene_2278616,1
20_GL0146187,1
gene_2786941,1
4_GL0031505,1
G1-6A_GL0110407,1
gene_4306428,1
Food_13_GL0028865,1
G1-3A_GL0018191,1
1A-dyr2-07_GL0062813,1
gene_3270924,1
gene_3614526,1
6-4_GL0079363,1
gene_2635689,1
13_GL0012843,1
1-1_GL0122047,1
gene_3390351,1
3-5_GL0047519,1
NZ_RAYH01000017.1_cds_WP_002517298.1_2121,1
gene_694738,1
S-Fe11_GL0019730,1
gene_813758,1
MC-0-3_GL0049463,1
gene_4488797,1
AF73-05_10_GL0323269,1
1_GL0100943,1
gene_4451982,1
gene_3905949,1
1-1_GL0080142,1
G1-1A_GL0102850,1
MH-6-5_GL0130364,1
S-Fe10_GL0039800,1
MC-0-1_GL0038980,1
MH-0-4_GL0077465,1
gene_4142293,1
NZ_RAYH01000011.1_cds_WP_002516253.1_1642,1
33_GL0000443,1
Food_9_GL0125143,1
Food_12_GL0090218,1
36_GL0019040,1
39_GL0100024,1
Chow_4_GL0286604,1
gene_4013792,1
gene_2433257,1
45_GL0055004,1
Group2-5A_GL0017484,1
7_GL0096531,1
S-Fe1_GL0160328,1
Group2-2A_GL0000862,1
Chow_5_GL0338742,1
2-1_GL0095138,1
gene_4247207,1
gene_3116217,1
6-6_GL0073800,1
OB-1_12_GL0266097,1
S-Fe10_GL0004814,1
gene_3543046,1
gene_2324826,1
45_GL0006533,1
gene_3880356,1
Chow_7_GL0119560,1
gene_4198113,1
HF-S_2_GL0181369,1
gene_2247769,1
S-Fe1_GL0139834,1
S-Fe10_GL0061160,1
gene_230441,1
NZ_KB822458.1_cds_WP_004076928.1_3256,1
G1-1A_GL0110310,1
4-4_GL0055135,1
Chow_8_GL0263439,1
gene_4451735,1
MC-0-1_GL0117297,1
gene_4369723,1
6-2_GL0063772,1
gene_2894217,1
gene_4417723,1
MH-0-5_GL0015920,1
31_GL0016530,1
gene_3848697,1
gene_3483378,1
G1-7A_GL0019358,1
gene_2078988,1
Food_10_GL0045138,1
NZ_KB822475.1_cds_WP_004055679.1_1656,1
gene_3610704,1
4-6_GL0048495,1
gene_4213847,1
gene_3671739,1
gene_4443997,1
MH-6-2_GL0095709,1
Food_5_GL0077825,1
38_GL0046956,1
Food_12_GL0060452,1
gene_3996504,1
gene_1562045,1
gene_3675877,1
11_GL0153616,1
gene_1655581,1
G1-1A_GL0070254,1
NZ_RAYH01000002.1_cds_WP_002520400.1_279,1
MC-0-3_GL0049498,1
S-Fe4_GL0135751,1
S-Fe16_GL0088746,1
gene_1561610,1
14_GL0090429,1
11_GL0095133,1
HF-F_1_GL0108673,1
AF73-05_2_GL0161721,1
4-1_GL0082481,1
gene_4573001,1
gene_680924,1
gene_3952668,1
NZ_RAYS01000009.1_cds_WP_121765544.1_4019,1
MH-6-5_GL0013065,1
gene_2396018,1
MC-0-3_GL0104408,1
gene_1485331,1
S-Fe10_GL0074329,1
MH-6-2_GL0021113,1
gene_3624239,1
gene_354476,1
DSM22607_6_GL0057828,1
Chow_1_GL0128618,1
gene_2752496,1
OB-1_1_GL0192391,1
gene_3249851,1
gene_3813167,1
Group2-8A_GL0117088,1
39_GL0099375,1
S-Fe10_GL0037790,1
gene_41492,1
gene_4432968,1
S-Fe14_GL0051540,1
AF73-05_4_GL0381763,1
gene_2659612,1
gene_3820864,1
5-7_GL0079007,1
gene_1816181,1
47_GL0022400,1
gene_2856713,1
gene_1268526,1
12_GL0082082,1
gene_3138360,1
gene_3509432,1
Food_5_GL0199939,1
MC-6-1_GL0068998,1
gene_2512567,1
gene_4004093,1
1-1_GL0062385,1
gene_397195,1
33_GL0041414,1
6-6_GL0076762,1
Food_9_GL0036111,1
gene_4572832,1
gene_1880808,1
NZ_CP021421.1_cds_WP_068960635.1_2334,1
gene_3726346,1
S-Fe6_GL0111170,1
S-Fe13_GL0039653,1
gene_3682071,1
gene_2396621,1
gene_109269,1
gene_4191282,1
2-3_GL0042624,1
gene_2590508,1
gene_2209017,1
G1-1A_GL0116807,1
gene_3236415,1
gene_4015467,1
7-4_GL0124980,1
gene_2512664,1
MC-6-1_GL0046517,1
gene_2751241,1
2-3_GL0009984,1
31_GL0019387,1
DSM22607_4_GL0315538,1
gene_3879928,1
gene_4584479,1
gene_4213799,1
gene_2867499,1
gene_3710492,1
2_GL0051127,1
gene_1651542,1
DSM22607_5_GL0094247,1
10_GL0017345,1
13_GL0070194,1
gene_3435723,1
gene_3103286,1
gene_2416026,1
NZ_RAYY01000001.1_cds_WP_120418863.1_1315,1
S-Fe10_GL0027640,1
gene_3955024,1
Group2-4A_GL0030279,1
gene_3375145,1
gene_4315560,1
11_GL0025206,1
HF-F_4_GL0028000,1
gene_4591715,1
NZ_RAYY01000063.1_cds_WP_120425042.1_4395,1
AF73-05_13_GL0059639,1
NZ_CP021421.1_cds_WP_068960438.1_2565,1
2-6_GL0017801,1
3-5_GL0017881,1
gene_4235131,1
gene_64764,1
gene_1960166,1
2_GL0141940,1
gene_2810425,1
Group2-4A_GL0010094,1
Chow_3_GL0072507,1
Chow_1_GL0270159,1
MC-0-1_GL0010210,1
gene_4486974,1
gene_4616488,1
gene_2958415,1
Food_7_GL0209719,1
48_GL0001859,1
S-Fe10_GL0076468,1
NZ_RAZG01000122.1_cds_WP_120409962.1_402,1
S-Fe10_GL0007245,1
DSM22607_6_GL0123511,1
gene_3766949,1
gene_3751333,1
HF-S_5_GL0052028,1
gene_3477593,1
MH-6-2_GL0043284,1
gene_4487947,1
S-Fe1_GL0043233,1
G1-1A_GL0124498,1
gene_3896619,1
1-7_GL0132517,1
1-5_GL0025239,1
33_GL0057964,1
gene_486603,1
2-8_GL0006240,1
gene_2978760,1
AF73-05_10_GL0167683,1
gene_3456436,1
15_GL0118642,1
S-Fe4_GL0155120,1
NZ_CP021421.1_cds_WP_068961614.1_1163,1
S-Fe12_GL0096900,1
Food_4_GL0125456,1
1-7_GL0112511,1
G1-1A_GL0021749,1
gene_4451960,1
gene_3038822,1
G1-3A_GL0020579,1
4_GL0051532,1
8-1_GL0043097,1
2-5_GL0031958,1
OB-1_7_GL0174219,1
MC-0-1_GL0069123,1
gene_2686068,1
gene_4125023,1
gene_3238782,1
gene_319353,1
Food_2_GL0105007,1
gene_4305650,1
S-Fe8_GL0113208,1
42_GL0119424,1
OB-1_7_GL0034117,1
5-4_GL0095983,1
gene_2714184,1
20_GL0034542,1
gene_4447605,1
11_GL0014290,1
G1-1A_GL0117124,1
MC-0-1_GL0120965,1
MH-0-5_GL0115769,1
gene_4247280,1
gene_3635409,1
gene_190341,1
6-5_GL0011834,1
Food_10_GL0002172,1
gene_4447732,1
5-7_GL0086120,1
gene_3448075,1
gene_1582385,1
6-4_GL0032626,1
NZ_KB822503.1_cds_5803,1
gene_4264126,1
3-1_GL0036255,1
gene_2475978,1
S-Fe4_GL0092845,1
gene_3341701,1
DSM22607_9_GL0113119,1
gene_4130448,1
G1-1A_GL0052618,1
gene_4177251,1
NZ_CP021421.1_cds_WP_084274108.1_1302,1
HF-F_12_GL0113617,1
Food_9_GL0163898,1
21_GL0092959,1
gene_4035285,1
MH-6-1_GL0140709,1
gene_3935850,1
NZ_OFSM01000040.1_cds_WP_103242122.1_1188,1
Food_11_GL0058158,1
S-Fe2_GL0016050,1
MH-6-4_GL0042998,1
6-6_GL0132570,1
NZ_KB822475.1_cds_1634,1
gene_4348600,1
NZ_RAZK01000002.1_cds_WP_120480994.1_3322,1
Chow_1_GL0280820,1
8-5_GL0131463,1
gene_2950212,1
gene_838643,1
gene_77634,1
gene_4128301,1
2-3_GL0056006,1
31_GL0009538,1
Chow_1_GL0054014,1
gene_3372906,1
NZ_RAYH01000005.1_cds_WP_120363006.1_837,1
ERR1212024_Scaf41_1729,1
S-Fe10_GL0026471,1
gene_3369645,1
gene_4613912,1
gene_1650042,1
gene_515423,1
gene_1022353,1
gene_3667628,1
10_GL0046866,1
S-Fe13_GL0074269,1
gene_836070,1
Food_2_GL0012754,1
gene_4357717,1
G1-1A_GL0110645,1
HF-F_13_GL0432860,1
gene_2968271,1
G1-1A_GL0112531,1
gene_3025894,1
3-1_GL0012279,1
gene_3558792,1
gene_4137615,1
AF73-05_14_GL0113393,1
Food_6_GL0029384,1
HF-S_1_GL0220011,1
4_GL0060934,1
gene_3501626,1
DSM22607_7_GL0060824,1
gene_3368054,1
S-Fe10_GL0136569,1
gene_4138673,1
1-1_GL0080393,1
S-Fe10_GL0009230,1
G1-1A_GL0110319,1
gene_3537680,1
2-3_GL0105803,1
MH-0-3_GL0079760,1
S-Fe10_GL0106961,1
gene_2382138,1
AF73-05_8_GL0352929,1
1A-dyr2-07_GL0014079,1
NZ_KB822441.1_cds_WP_004069545.1_714,1
NZ_RAYM01000047.1_cds_WP_120436410.1_2475,1
gene_4359287,1
gene_4259714,1
20_GL0052724,1
1-3_GL0096604,1
NZ_CP028714.1_cds_WP_000209793.1_2070,1
gene_4339514,1
S-Fe11_GL0114827,1
Food_7_GL0346260,1
18_GL0126576,1
Food_3_GL0104524,1
gene_4411341,1
gene_750514,1
Group2-8A_GL0054692,1
gene_3425180,1
Food_1_GL0294522,1
gene_3688796,1
Food_9_GL0270207,1
gene_4105739,1
2A-dyr16-06_GL0050326,1
gene_3539549,1
gene_4361972,1
gene_3125537,1
Chow_7_GL0266782,1
S-Fe10_GL0042045,1
MC-0-1_GL0050684,1
gene_3857758,1
NZ_RAYW01000002.1_cds_WP_121697944.1_1423,1
S-Fe10_GL0019481,1
S-Fe17_GL0043893,1
3-1_GL0028178,1
1A-dyr2-07_GL0009317,1
NZ_KB822476.1_cds_WP_004056024.1_1767,1
G1-1A_GL0101178,1
S-Fe6_GL0202823,1
S-Fe10_GL0016491,1
S-Fe7_GL0193367,1
G1-1A_GL0098564,1
NZ_RAYN01000006.1_cds_WP_120378881.1_3167,1
5-5_GL0021866,1
DSM22607_7_GL0249632,1
gene_3680431,1
gene_4421934,1
33_GL0015895,1
S-Fe16_GL0028733,1
Chow_1_GL0297658,1
gene_155744,1
gene_3792529,1
gene_288265,1
AF73-05_13_GL0242797,1
MC-6-5_GL0136377,1
NZ_RAYH01000020.1_cds_WP_002518460.1_2254,1
gene_1743828,1
gene_3954128,1
40_GL0061690,1
gene_3624167,1
S-Fe10_GL0171901,1
gene_3010786,1
MH-6-1_GL0010068,1
AF73-05_5_GL0335303,1
2-5_GL0035704,1
DSM22607_4_GL0238962,1
6-5_GL0003867,1
G1-1A_GL0093000,1
MH-6-1_GL0110920,1
NZ_CP021421.1_cds_WP_068960555.1_2434,1
G1-7A_GL0028298,1
gene_3825435,1
AF73-05_2_GL0286959,1
Chow_7_GL0059355,1
gene_4635180,1
S-Fe11_GL0107759,1
gene_4269157,1
Chow_4_GL0204163,1
DSM22607_11_GL0144662,1
gene_3899293,1
gene_3425819,1
1A-dyr4-07_GL0111320,1
S-Fe11_GL0076611,1
gene_3447460,1
gene_2473515,1
DSM22607_12_GL0198163,1
gene_1159419,1
S-Fe12_GL0161125,1
gene_3680612,1
NZ_QZFS01000030.1_cds_WP_016291754.1_4291,1
S-Fe14_GL0011701,1
gene_3972881,1
10_GL0069416,1
G1-7A_GL0000049,1
gene_3509343,1
8-2_GL0083424,1
AF73-05_4_GL0432633,1
gene_3700959,1
NZ_CP021421.1_cds_WP_068960964.1_1917,1
13_GL0034803,1
MC-0-3_GL0005763,1
HF-F_4_GL0228511,1
Food_12_GL0186829,1
MC-6-1_GL0013630,1
Food_12_GL0093183,1
gene_3564479,1
4-7_GL0144837,1
18_GL0029977,1
MC-6-1_GL0068931,1
Food_12_GL0051293,1
Chow_7_GL0266010,1
gene_802481,1
gene_2304949,1
Chow_6_GL0089016,1
AF73-05_7_GL0104186,1
gene_1751193,1
gene_1072625,1
gene_4439740,1
7-8_GL0046093,1
gene_4364726,1
31_GL0002024,1
MC-0-3_GL0080100,1
MC-0-1_GL0030808,1
1A-dyr4-07_GL0072585,1
1-1_GL0113075,1
Chow_2_GL0171246,1
10_GL0051779,1
gene_4304881,1
Group2-8A_GL0117106,1
HF-S_6_GL0207465,1
gene_4605579,1
gene_3897827,1
gene_3898645,1
gene_3007791,1
1-8_GL0047726,1
gene_3778291,1
gene_4029830,1
1-1_GL0028149,1
MC-0-3_GL0082772,1
gene_2471799,1
gene_3245690,1
S-Fe20_GL0178198,1
3B-dyr36-06_GL0013948,1
G1-1A_GL0114417,1
gene_560012,1
S-Fe11_GL0113587,1
Food_9_GL0310877,1
Chow_2_GL0052040,1
gene_2844792,1
35_GL0124409,1
S-Fe10_GL0051470,1
1-1_GL0104842,1
gene_4206161,1
gene_4161734,1
MC-0-3_GL0087416,1
gene_921840,1
gene_4083020,1
gene_3775013,1
Chow_5_GL0077874,1
gene_3808804,1
S-Fe2_GL0003409,1
gene_4123087,1
G1-1A_GL0117973,1
gene_3166829,1
gene_3093323,1
MC-6-4_GL0058508,1
S-Fe10_GL0165677,1
gene_3112071,1
S-Fe18_GL0073909,1
gene_3723432,1
15_GL0140281,1
S-Fe10_GL0040226,1
S-Fe10_GL0079746,1
gene_3236044,1
Chow_1_GL0182932,1
gene_3951611,1
gene_3949074,1
Food_9_GL0068750,1
6-4_GL0107529,1
gene_3776542,1
gene_4220054,1
NZ_RAYH01000003.1_cds_WP_120362955.1_325,1
NZ_RAYH01000003.1_cds_WP_120362971.1_588,1
Group2-8A_GL0158435,1
MH-0-5_GL0129323,1
MH-0-4_GL0033883,1
gene_4488149,1
S-Fe10_GL0173078,1
37_GL0075111,1
gene_2335262,1
gene_3590578,1
11_GL0126369,1
gene_4269167,1
gene_3322365,1
G1-1A_GL0057390,1
gene_1352854,1
Chow_7_GL0194631,1
gene_1500680,1
Chow_2_GL0242589,1
gene_4522308,1
S-Fe11_GL0090114,1
gene_389475,1
gene_3443316,1
NZ_RAYG01000012.1_cds_WP_016272186.1_4150,1
gene_1479890,1
gene_4202092,1
7-1_GL0013190,1
gene_4419807,1
S-Fe10_GL0068173,1
gene_3180266,1
MH-6-2_GL0092581,1
gene_1240002,1
S-Fe11_GL0012487,1
gene_2431619,1
gene_4636143,1
35_GL0113735,1
gene_2702158,1
MH-6-3_GL0074288,1
gene_4375941,1
gene_3574878,1
gene_3830899,1
S-Fe10_GL0008087,1
Chow_4_GL0305895,1
20_GL0089086,1
S-Fe10_GL0032627,1
NZ_CP021421.1_cds_WP_068959769.1_713,1
S-Fe9_GL0295584,1
S-Fe10_GL0096544,1
S-Fe12_GL0141085,1
gene_1918150,1
1-8_GL0067282,1
gene_3989867,1
gene_4021159,1
5_GL0169205,1
gene_516251,1
gene_1950886,1
HF-F_1_GL0212205,1
gene_2951932,1
gene_4500202,1
20_GL0128920,1
6-5_GL0078002,1
gene_2819434,1
gene_3815573,1
MC-0-1_GL0091599,1
gene_1997662,1
gene_4627872,1
gene_3462370,1
S-Fe10_GL0140491,1
13_GL0021130,1
S-Fe3_GL0210952,1
Chow_8_GL0173204,1
gene_2104026,1
1-3_GL0066320,1
NZ_RAYH01000014.1_cds_WP_015011710.1_1820,1
gene_3850597,1
gene_2767199,1
11_GL0006923,1
gene_3197682,1
gene_2504604,1
gene_1663649,1
gene_371819,1
gene_3170880,1
Food_10_GL0131134,1
10_GL0004117,1
11_GL0140111,1
Chow_1_GL0089774,1
gene_4249579,1
gene_2240182,1
AF73-05_11_GL0273409,1
HF-F_13_GL0202997,1
gene_4255973,1
Chow_1_GL0104724,1
S-Fe1_GL0191615,1
gene_3463338,1
gene_4309101,1
gene_257865,1
HF-S_14_GL0199020,1
NZ_RAYF01000047.1_cds_WP_120437415.1_2376,1
DSM22607_4_GL0368783,1
OB-1_2_GL0092104,1
S-Fe1_GL0088989,1
gene_4081713,1
2-8_GL0023413,1
gene_3873405,1
G1-1A_GL0054266,1
AF73-05_3_GL0171924,1
7-1_GL0008162,1
Food_2_GL0300535,1
11_GL0046284,1
AF73-05_13_GL0291578,1
gene_326346,1
gene_3241429,1
gene_1038544,1
gene_3507458,1
G1-4A_GL0001184,1
MC-6-2_GL0177698,1
MH-6-5_GL0119220,1
MH-6-2_GL0001225,1
gene_2890919,1
gene_4340058,1
S-Fe17_GL0016227,1
Food_13_GL0132841,1
gene_4409976,1
Food_10_GL0011017,1
gene_3333169,1
NZ_RAYH01000003.1_cds_WP_002513638.1_574,1
HF-F_14_GL0044984,1
6-6_GL0032415,1
gene_2908103,1
Food_10_GL0036353,1
gene_4038669,1
24_GL0068020,1
gene_4099597,1
gene_3764449,1
MC-0-1_GL0056949,1
3-4_GL0014452,1
gene_2712401,1
gene_4259994,1
1-1_GL0038908,1
gene_2887041,1
S-Fe13_GL0074341,1
gene_4557249,1
gene_4574526,1
gene_2722999,1
NZ_RAYH01000013.1_cds_WP_015011699.1_1784,1
gene_2940964,1
gene_2836168,1
gene_2966988,1
gene_332546,1
Chow_1_GL0288127,1
8-5_GL0037865,1
Chow_4_GL0052882,1
gene_4188703,1
gene_4155274,1
gene_4123322,1
gene_2738457,1
5-2_GL0087359,1
NZ_RAYR01000014.1_cds_41,1
gene_2422343,1
NZ_RAZK01000086.1_cds_WP_120486159.1_6607,1
gene_4245791,1
DSM22607_3_GL0265196,1
8-2_GL0130542,1
gene_3525279,1
gene_4406377,1
Chow_7_GL0123572,1
AF73-05_10_GL0391205,1
Chow_6_GL0099677,1
4-8_GL0030884,1
gene_1279190,1
gene_2675078,1
Group2-3A_GL0009161,1
gene_4114359,1
Chow_3_GL0125900,1
23_GL0099554,1
gene_4435758,1
gene_1223404,1
S-Fe3_GL0092802,1
gene_4440555,1
1A-dyr2-07_GL0005370,1
gene_4306535,1
S-Fe10_GL0031162,1
gene_3952957,1
gene_2964968,1
G1-1A_GL0088362,1
NZ_CP021421.1_cds_WP_068960642.1_2327,1
gene_3120017,1
MC-6-1_GL0063111,1
gene_2716864,1
25_GL0085266,1
Chow_1_GL0005677,1
28_GL0117425,1
gene_4473240,1
gene_3419922,1
DSM22607_6_GL0028454,1
MC-0-1_GL0010171,1
3_GL0035765,1
2-7_GL0051986,1
3-3_GL0066402,1
S-Fe11_GL0091874,1
G1-1A_GL0111195,1
gene_3046727,1
HF-S_3_GL0086275,1
gene_4075011,1
S-Fe10_GL0069411,1
gene_91888,1
3-5_GL0088137,1
ERR1212009_Scaf71_1721,1
gene_4319724,1
2-3_GL0000989,1
23_GL0064783,1
gene_2490654,1
1-1_GL0079077,1
Food_10_GL0110364,1
gene_4065177,1
gene_3049569,1
MC-0-3_GL0006431,1
gene_4459528,1
DSM22607_11_GL0356053,1
gene_1551676,1
20_GL0134311,1
MC-0-3_GL0043076,1
1-1_GL0067440,1
gene_3901342,1
MC-0-1_GL0115567,1
gene_3485861,1
gene_4285347,1
HF-F_4_GL0159014,1
gene_371429,1
gene_1670170,1
8-3_GL0034190,1
gene_3748307,1
gene_3090981,1
gene_3719526,1
Food_6_GL0304053,1
gene_3240091,1
gene_2685841,1
S-Fe6_GL0028607,1
Group2-8A_GL0144318,1
3-5_GL0067786,1
gene_2414817,1
S-Fe11_GL0146356,1
S-Fe11_GL0040051,1
18_GL0068292,1
gene_4550833,1
2-3_GL0049285,1
gene_2426219,1
2-3_GL0078903,1
gene_3788700,1
gene_2008576,1
6-5_GL0133590,1
gene_2611963,1
S-Fe12_GL0116302,1
MC-6-2_GL0149993,1
8_GL0134019,1
6-2_GL0049474,1
gene_1938875,1
gene_4018921,1
gene_3280782,1
gene_438102,1
MC-6-2_GL0166707,1
gene_735558,1
S-Fe10_GL0061021,1
15_GL0073477,1
gene_4216125,1
2_GL0146434,1
S-Fe17_GL0007120,1
1-6_GL0052144,1
Food_12_GL0143947,1
MH-0-3_GL0051455,1
gene_3063768,1
2-3_GL0055777,1
4-6_GL0063128,1
gene_3973189,1
AF73-05_1_GL0335984,1
gene_3082747,1
gene_4155215,1
6-4_GL0100072,1
gene_2398907,1
gene_3961730,1
gene_3003091,1
2-1_GL0052406,1
Chow_4_GL0090356,1
G1-1A_GL0095064,1
gene_3120241,1
DSM22607_2_GL0106379,1
gene_4241885,1
gene_3099976,1
Chow_1_GL0294336,1
G1-1A_GL0103921,1
Chow_5_GL0272990,1
gene_2767467,1
gene_3709872,1
gene_2999081,1
2-3_GL0101357,1
MC-6-2_GL0173935,1
NZ_RAYH01000005.1_cds_WP_120363034.1_1065,1
gene_2946407,1
47_GL0072840,1
gene_996222,1
AF73-05_14_GL0303439,1
DSM22607_10_GL0358903,1
DSM22607_1_GL0067283,1
5-8_GL0004785,1
AF73-05_4_GL0367448,1
OB-1_4_GL0091256,1
NZ_RAYH01000006.1_cds_WP_002517143.1_1155,1
NZ_CP021421.1_cds_WP_068960240.1_123,1
gene_309030,1
gene_1760373,1
NZ_RAYW01000022.1_cds_WP_121699651.1_1048,1
gene_4327117,1
6-1_GL0026263,1
gene_4131738,1
NZ_CP021421.1_cds_WP_068960969.1_1912,1
gene_1991950,1
gene_4298430,1
MC-6-1_GL0055193,1
Chow_1_GL0026551,1
6-5_GL0081324,1
gene_2564274,1
14_GL0016245,1
S-Fe20_GL0052671,1
Chow_1_GL0101796,1
Food_11_GL0309284,1
1-4_GL0006934,1
11_GL0005695,1
6-5_GL0010540,1
gene_2607585,1
Chow_7_GL0254967,1
gene_2576932,1
gene_4427899,1
HF-S_1_GL0108826,1
NZ_RAYQ01000059.1_cds_WP_120472469.1_3531,1
MC-0-1_GL0042905,1
AF73-05_13_GL0074855,1
2-3_GL0100354,1
8-1_GL0107173,1
gene_1618429,1
MC-0-1_GL0100821,1
MC-0-1_GL0088487,1
11_GL0083592,1
DSM22607_2_GL0245408,1
gene_4031787,1
G1-1A_GL0013105,1
2-1_GL0004714,1
gene_4294151,1
gene_4399331,1
Chow_1_GL0044161,1
gene_3090225,1
AF73-05_1_GL0175657,1
gene_4534513,1
gene_2052082,1
26_GL0112497,1
Food_2_GL0172177,1
gene_3143274,1
11_GL0019978,1
gene_1016518,1
S-Fe11_GL0108781,1
MC-0-1_GL0061882,1
gene_2422228,1
gene_1361837,1
7-1_GL0080258,1
gene_3007479,1
4-1_GL0065990,1
gene_3634974,1
gene_3506068,1
gene_1706760,1
gene_3444884,1
gene_3260739,1
gene_2587365,1
10_GL0004365,1
gene_723928,1
gene_2428273,1
gene_2554703,1
Food_14_GL0010689,1
1-3_GL0020014,1
4-1_GL0033762,1
1-3_GL0017304,1
MH-0-4_GL0072471,1
gene_825153,1
S-Fe11_GL0022831,1
S-Fe12_GL0038064,1
gene_3077469,1
gene_1649478,1
MH-6-1_GL0142384,1
43_GL0051848,1
Chow_1_GL0288125,1
8-1_GL0054349,1
MC-6-2_GL0107256,1
gene_1540500,1
gene_3818239,1
gene_3200437,1
S-Fe10_GL0146815,1
gene_4338637,1
S-Fe10_GL0160032,1
S-Fe10_GL0137131,1
MC-6-1_GL0049089,1
2-1_GL0060773,1
19_GL0085217,1
gene_1703229,1
Food_11_GL0084969,1
Chow_1_GL0029830,1
gene_1082481,1
Chow_8_GL0117573,1
11_GL0086172,1
gene_3936976,1
Chow_2_GL0071156,1
2A-dyr16-06_GL0047895,1
gene_4505493,1
1A-dyr1-07_GL0023050,1
gene_2150527,1
S-Fe9_GL0147984,1
6-5_GL0117701,1
S-Fe10_GL0178130,1
gene_3779555,1
gene_2551399,1
gene_910461,1
gene_2082774,1
gene_3003268,1
Chow_3_GL0108732,1
NZ_KB822503.1_cds_5618,1
gene_1718716,1
gene_2152436,1
11_GL0082558,1
gene_392871,1
Chow_4_GL0225413,1
G1-1A_GL0110535,1
G1-1A_GL0079240,1
HF-F_10_GL0041913,1
HF-S_13_GL0028934,1
Food_12_GL0207398,1
1-3_GL0110342,1
4-8_GL0040242,1
gene_2121508,1
gene_2828590,1
MC-0-1_GL0061542,1
gene_656583,1
33_GL0033691,1
gene_3829817,1
AF73-05_14_GL0191623,1
MH-0-3_GL0092278,1
gene_3290451,1
52_GL0093846,1
NZ_CP021421.1_cds_WP_068959693.1_801,1
20_GL0061280,1
gene_3545218,1
NZ_RAYH01000020.1_cds_WP_002516115.1_2296,1
gene_4328205,1
gene_3926374,1
gene_3431126,1
Food_9_GL0049001,1
10_GL0025954,1
NZ_CP021421.1_cds_WP_068960130.1_251,1
gene_4565791,1
gene_460586,1
G1-1A_GL0113392,1
gene_3122775,1
S-Fe20_GL0022059,1
gene_3936201,1
gene_4225023,1
NZ_RAYW01000027.1_cds_WP_121699794.1_1185,1
G1-4A_GL0047327,1
NZ_RAYH01000005.1_cds_WP_015011602.1_835,1
DSM22607_11_GL0060495,1
NZ_RAYH01000024.1_cds_WP_120363200.1_2619,1
gene_1801201,1
MC-0-1_GL0060740,1
gene_3673198,1
gene_2209530,1
