gene,donor_3_cecum
1A-dyr2-07_GL0000364,1
38_GL0098138,1
gene_4270348,1
Food_13_GL0178102,1
gene_1993338,1
7-5_GL0023817,1
gene_1217122,1
AF73-05_10_GL0427171,1
Chow_1_GL0129560,1
gene_75884,1
gene_2247916,1
Food_3_GL0075325,1
gene_3353986,1
G1-5A_GL0031489,1
Chow_1_GL0244554,1
Chow_1_GL0079729,1
2-3_GL0068906,1
HF-S_14_GL0028901,1
6-1_GL0085689,1
MC-0-1_GL0059438,1
gene_3693926,1
AF73-05_13_GL0092636,1
18_GL0135241,1
gene_2209162,1
Food_7_GL0290562,1
2-1_GL0061354,1
HF-S_13_GL0004226,1
DSM22607_1_GL0209698,1
1-1_GL0049425,1
gene_4493604,1
S-Fe10_GL0032053,1
Food_5_GL0146196,1
Group2-2A_GL0086141,1
gene_308398,1
gene_2343284,1
gene_4592407,1
42_GL0082064,1
gene_3712720,1
gene_1063295,1
gene_3345695,1
S-Fe20_GL0007434,1
HF-S_4_GL0345679,1
gene_1892028,1
AF73-05_13_GL0033392,1
S-Fe10_GL0155845,1
OB-1_2_GL0261277,1
HF-S_10_GL0047774,1
AF73-05_1_GL0089727,1
1-1_GL0090088,1
Food_9_GL0395409,1
Food_10_GL0009382,1
gene_284480,1
2-2_GL0070327,1
AF73-05_11_GL0373874,1
gene_2741232,1
NZ_RAYQ01000005.1_cds_WP_120468023.1_3630,1
Chow_8_GL0119388,1
gene_2340827,1
Chow_7_GL0123172,1
AF73-05_10_GL0101819,1
gene_2941213,1
Food_10_GL0266627,1
3-6_GL0040638,1
HF-S_14_GL0279682,1
gene_3794272,1
DSM22607_3_GL0157306,1
gene_2903783,1
8-6_GL0015207,1
Food_2_GL0031833,1
OB-1_8_GL0056360,1
gene_4279046,1
NZ_RAYY01000085.1_cds_WP_120425377.1_5033,1
gene_2575622,1
31_GL0001562,1
gene_3441741,1
gene_4639723,1
DSM22607_8_GL0307537,1
gene_988134,1
gene_4131914,1
AF73-05_10_GL0443442,1
10_GL0085886,1
HF-S_4_GL0330530,1
6-1_GL0078072,1
S-Fe10_GL0084459,1
Food_4_GL0291772,1
gene_4201858,1
20_GL0154492,1
MH-6-4_GL0083572,1
S-Fe8_GL0102143,1
20_GL0001199,1
gene_4036846,1
8-8_GL0044263,1
MH-6-4_GL0072963,1
gene_1705419,1
gene_3144862,1
28_GL0118882,1
MH-6-4_GL0023612,1
ERR1211980_Scaf1_176,1
HF-S_2_GL0011984,1
NZ_KB822466.1_cds_WP_004080236.1_4523,1
MC-0-1_GL0037075,1
Chow_1_GL0266403,1
gene_4075932,1
gene_4203757,1
gene_889728,1
gene_1893561,1
4-2_GL0039543,1
MC-6-5_GL0024301,1
gene_196823,1
MC-6-1_GL0057773,1
G1-5A_GL0081989,1
DSM22607_12_GL0108340,1
G1-1A_GL0086547,1
NZ_RAZK01000191.1_cds_WP_120487119.1_1855,1
gene_2381893,1
AF73-05_14_GL0196380,1
DSM22607_10_GL0023360,1
HF-F_13_GL0363487,1
gene_2486813,1
Food_7_GL0276701,1
Food_4_GL0079794,1
AF73-05_2_GL0209784,1
gene_3488542,1
Food_5_GL0154650,1
Chow_7_GL0080345,1
S-Fe10_GL0128847,1
42_GL0038197,1
5-5_GL0098114,1
Chow_1_GL0156905,1
OB-1_13_GL0269761,1
gene_1099961,1
5-8_GL0048195,1
Chow_8_GL0209228,1
DSM22607_10_GL0192588,1
Food_8_GL0054790,1
47_GL0149288,1
Food_1_GL0189450,1
gene_1258607,1
Food_12_GL0218289,1
gene_1046421,1
gene_3642983,1
gene_2928305,1
AF73-05_1_GL0057773,1
gene_2476600,1
Chow_2_GL0170378,1
Food_8_GL0308152,1
11_GL0018453,1
gene_3858700,1
Food_9_GL0418438,1
gene_3840227,1
AF73-05_6_GL0055030,1
S-Fe8_GL0120531,1
gene_3828384,1
gene_4094954,1
16_GL0046533,1
gene_3879459,1
gene_1452170,1
AF73-05_10_GL0428917,1
Food_12_GL0041365,1
HF-S_11_GL0101145,1
gene_2897429,1
gene_154575,1
G1-2A_GL0033224,1
gene_1659282,1
gene_4546095,1
DSM22607_4_GL0312799,1
S-Fe3_GL0178179,1
7-8_GL0026593,1
Chow_7_GL0058812,1
OB-1_4_GL0315244,1
53_GL0074213,1
6-3_GL0104671,1
10_GL0073808,1
gene_2125341,1
gene_4487392,1
gene_4135290,1
NZ_KB822448.1_cds_WP_004073547.1_2276,1
Food_7_GL0140191,1
HF-S_12_GL0070599,1
11_GL0127594,1
gene_1033546,1
HF-S_14_GL0092388,1
7-3_GL0082754,1
MH-6-3_GL0069024,1
HF-S_4_GL0005684,1
HF-F_11_GL0214174,1
gene_4086648,1
MH-6-5_GL0194772,1
Food_5_GL0039363,1
DSM22607_2_GL0287051,1
AF73-05_8_GL0020514,1
Food_11_GL0151112,1
Group2-4A_GL0028175,1
S-Fe12_GL0102888,1
AF73-05_9_GL0164664,1
6-2_GL0071636,1
17_GL0060473,1
3-8_GL0046015,1
NZ_RAZF01000004.1_cds_WP_120426712.1_2634,1
14_GL0011576,1
MC-6-3_GL0005901,1
gene_1701924,1
MC-6-2_GL0190601,1
Group2-6A_GL0019281,1
HF-F_11_GL0088374,1
DSM22607_2_GL0246276,1
gene_2193117,1
AF73-05_10_GL0379209,1
26_GL0132304,1
gene_3155010,1
gene_3814041,1
NZ_RAYW01000022.1_cds_WP_121699614.1_1007,1
gene_4027071,1
gene_2640409,1
Food_2_GL0099098,1
HF-F_11_GL0197508,1
gene_3095630,1
12_GL0117721,1
S-Fe6_GL0100274,1
gene_2891836,1
gene_2181367,1
24_GL0143091,1
S-Fe9_GL0126847,1
Chow_1_GL0054659,1
gene_3623339,1
HF-F_7_GL0271872,1
gene_4288311,1
NZ_RAYU01000376.1_cds_WP_120422588.1_3892,1
5_GL0046682,1
gene_3142700,1
NZ_CP021422.1_cds_WP_066539785.1_2617,1
NZ_KB822482.1_cds_WP_083917118.1_2741,1
gene_1944390,1
OB-1_7_GL0152352,1
MH-6-2_GL0008347,1
gene_1875935,1
1-3_GL0029391,1
gene_3159640,1
AF73-05_2_GL0324019,1
gene_3508549,1
OB-1_1_GL0456280,1
gene_2355964,1
MC-0-1_GL0028447,1
Chow_8_GL0253642,1
10_GL0043601,1
gene_3820411,1
gene_1893300,1
MC-0-1_GL0096216,1
2-3_GL0079371,1
MH-6-1_GL0098674,1
26_GL0051240,1
5-2_GL0104902,1
gene_3870641,1
gene_2177700,1
S-Fe9_GL0237150,1
gene_4155032,1
10_GL0002305,1
S-Fe8_GL0183917,1
AF73-05_8_GL0167511,1
MC-6-5_GL0041072,1
23_GL0092208,1
20_GL0168730,1
AF73-05_10_GL0066876,1
MC-6-1_GL0009217,1
23_GL0088960,1
gene_4295247,1
gene_2919191,1
17_GL0142231,1
gene_2992003,1
Group2-7A_GL0017548,1
4-3_GL0001315,1
OB-1_7_GL0136361,1
HF-F_14_GL0122925,1
gene_4451506,1
NZ_RAYM01000019.1_cds_WP_120433684.1_176,1
AF73-05_11_GL0003012,1
Food_10_GL0028677,1
gene_2268755,1
Food_5_GL0091604,1
gene_3510701,1
gene_2253329,1
Group2-3A_GL0210365,1
48_GL0100114,1
HF-S_4_GL0036518,1
Food_14_GL0259524,1
Food_3_GL0084584,1
MH-0-5_GL0042511,1
S-Fe9_GL0205405,1
MC-6-1_GL0117865,1
4-5_GL0049229,1
gene_3118895,1
gene_1554248,1
gene_4083159,1
gene_1191477,1
gene_2858009,1
Food_9_GL0228661,1
gene_3340107,1
S-Fe10_GL0174934,1
gene_4556443,1
31_GL0053846,1
Food_5_GL0049645,1
55_GL0064691,1
gene_2747868,1
gene_2815068,1
Food_1_GL0006237,1
NZ_RAYI01000123.1_cds_133,1
gene_3261931,1
gene_4292901,1
MC-6-1_GL0111565,1
Food_10_GL0049958,1
G1-1A_GL0076368,1
gene_3186365,1
DSM22607_3_GL0101692,1
gene_2945169,1
MH-6-1_GL0100150,1
AF73-05_13_GL0236111,1
32_GL0132697,1
S-Fe10_GL0037856,1
HF-F_13_GL0287344,1
gene_3896293,1
11_GL0153292,1
Group2-3A_GL0095502,1
S-Fe8_GL0281115,1
HF-F_4_GL0328924,1
36_GL0104642,1
6-2_GL0095213,1
32_GL0110724,1
gene_4555596,1
NZ_RAYT01000086.1_cds_WP_120468805.1_3770,1
8-3_GL0114781,1
Food_5_GL0033183,1
HF-F_13_GL0430840,1
20_GL0132522,1
MH-6-4_GL0060221,1
gene_4612855,1
Group2-8A_GL0008494,1
1-2_GL0000230,1
gene_881195,1
Food_5_GL0232461,1
6-3_GL0048826,1
DSM22607_8_GL0031567,1
Food_5_GL0164882,1
OB-1_5_GL0133474,1
gene_4362888,1
Chow_1_GL0124764,1
HF-S_7_GL0052273,1
gene_1870110,1
MC-0-1_GL0113454,1
gene_1433533,1
1-3_GL0034916,1
gene_3924369,1
HF-S_2_GL0088173,1
Food_4_GL0082720,1
gene_2146345,1
Food_3_GL0063331,1
G1-1A_GL0005878,1
Group2-3A_GL0155466,1
Chow_1_GL0181676,1
30_GL0032661,1
2-1_GL0051432,1
OB-1_1_GL0309678,1
7-5_GL0187927,1
45_GL0073821,1
AF73-05_1_GL0252821,1
gene_3611482,1
Chow_2_GL0059411,1
1-1_GL0056808,1
AF73-05_3_GL0106984,1
ERR1212009_Scaf190_2923,1
gene_2478014,1
30_GL0034805,1
gene_3250965,1
13_GL0055276,1
gene_241075,1
gene_2024861,1
gene_2554605,1
OB-1_3_GL0090207,1
S-Fe20_GL0069249,1
6-5_GL0030284,1
AF73-05_9_GL0295453,1
AF73-05_9_GL0281062,1
Food_14_GL0076474,1
gene_3371507,1
gene_2095669,1
MH-0-5_GL0007070,1
MC-6-2_GL0039811,1
gene_1255361,1
gene_3495261,1
1-4_GL0076477,1
OB-1_6_GL0209003,1
Chow_1_GL0044909,1
26_GL0074719,1
OB-1_13_GL0182959,1
HF-F_4_GL0292588,1
NZ_QWMU01000100.1_cds_WP_004049269.1_2169,1
gene_4533762,1
G1-5A_GL0040087,1
S-Fe6_GL0192250,1
HF-F_9_GL0234608,1
Food_7_GL0046459,1
DSM22607_11_GL0147418,1
5-2_GL0031057,1
Food_1_GL0220458,1
gene_2543200,1
gene_4549590,1
6_GL0077825,1
DSM22607_12_GL0145957,1
gene_3998484,1
6-2_GL0050907,1
Food_10_GL0184277,1
MC-0-1_GL0004879,1
NZ_RAYF01000064.1_cds_WP_120485469.1_3101,1
OB-1_1_GL0121161,1
20_GL0175161,1
Food_10_GL0115768,1
S-Fe20_GL0031173,1
OB-1_2_GL0306704,1
NZ_NHMQ01000003.1_cds_WP_044940202.1_3540,1
2-2_GL0077990,1
gene_370096,1
2-1_GL0045602,1
gene_2187486,1
Food_11_GL0007941,1
gene_2087007,1
gene_2012755,1
Food_6_GL0016298,1
S-Fe2_GL0114395,1
gene_3710895,1
8-6_GL0072765,1
gene_1038414,1
AF73-05_8_GL0413081,1
gene_3020903,1
S-Fe6_GL0245444,1
Chow_2_GL0153786,1
gene_2685555,1
DSM22607_12_GL0333342,1
gene_2051004,1
MC-0-1_GL0105264,1
7-8_GL0146597,1
gene_3688084,1
Food_5_GL0049582,1
NZ_QZFS01000076.1_cds_8052,1
gene_3456379,1
gene_3389311,1
gene_1119442,1
gene_4132996,1
gene_3523235,1
Food_10_GL0170810,1
gene_1630407,1
gene_1734191,1
S-Fe3_GL0124891,1
gene_3254722,1
Chow_5_GL0233324,1
NZ_RAZD01000014.1_cds_451,1
4-6_GL0035634,1
gene_4193197,1
AF73-05_1_GL0110324,1
NZ_KI535326.1_cds_WP_023346855.1_1243,1
G1-2A_GL0063036,1
5-1_GL0010892,1
DSM22607_9_GL0266128,1
NZ_RAYM01000080.1_cds_WP_120437571.1_3832,1
2-2_GL0087601,1
Chow_1_GL0117128,1
gene_4012044,1
HF-S_3_GL0035984,1
gene_3122406,1
gene_2088060,1
HF-S_9_GL0157385,1
Chow_4_GL0117213,1
gene_2807190,1
Chow_1_GL0140780,1
gene_2886428,1
gene_3835457,1
gene_4618365,1
S-Fe12_GL0138364,1
HF-F_13_GL0437127,1
gene_1589367,1
gene_4639199,1
Food_1_GL0319636,1
gene_1339104,1
Food_10_GL0097098,1
gene_1254811,1
Group2-3A_GL0180796,1
AF73-05_9_GL0371258,1
gene_2992345,1
Group2-3A_GL0198326,1
Food_3_GL0262204,1
AF73-05_6_GL0363688,1
32_GL0063171,1
HF-F_9_GL0007169,1
NZ_KB822452.1_cds_WP_004074675.1_2560,1
S-Fe8_GL0198992,1
48_GL0066134,1
gene_3203591,1
gene_4203029,1
gene_1577213,1
gene_3571131,1
G1-3A_GL0017492,1
gene_590434,1
gene_318943,1
AF73-05_10_GL0400535,1
gene_4163757,1
6-1_GL0088343,1
6-3_GL0026327,1
MH-0-4_GL0043231,1
gene_2354892,1
MC-0-3_GL0058955,1
1-1_GL0021016,1
NZ_NHMT01000001.1_cds_1879,1
AF73-05_7_GL0313269,1
7-5_GL0083916,1
gene_1708616,1
2-8_GL0108013,1
S-Fe4_GL0022430,1
8-3_GL0001861,1
2-4_GL0115625,1
6-3_GL0072147,1
gene_4039626,1
Chow_7_GL0050384,1
1-7_GL0061562,1
S-Fe16_GL0092681,1
Food_6_GL0133150,1
gene_3761737,1
54_GL0068567,1
Food_4_GL0295218,1
gene_3430139,1
gene_3985273,1
Food_10_GL0243480,1
Food_11_GL0347320,1
19_GL0038750,1
AF73-05_8_GL0384785,1
Food_14_GL0327472,1
DSM22607_2_GL0111760,1
2-6_GL0013802,1
4-1_GL0035790,1
MC-0-1_GL0048405,1
AF73-05_10_GL0036853,1
S-Fe4_GL0146718,1
35_GL0027054,1
Food_10_GL0159555,1
gene_3800875,1
20_GL0149123,1
gene_3264296,1
Group2-7A_GL0074500,1
NZ_KB822443.1_cds_WP_004070887.1_1331,1
S-Fe7_GL0254621,1
HF-F_13_GL0157673,1
gene_1550221,1
Chow_2_GL0267227,1
DSM22607_10_GL0255862,1
6-1_GL0080120,1
47_GL0081191,1
42_GL0097857,1
24_GL0015549,1
DSM22607_12_GL0160902,1
Food_1_GL0153235,1
S-Fe7_GL0099678,1
gene_2922220,1
DSM22607_6_GL0148767,1
Chow_1_GL0163141,1
HF-F_4_GL0195640,1
gene_4394040,1
DSM22607_10_GL0308631,1
HF-S_12_GL0183929,1
15_GL0136920,1
gene_3831914,1
S-Fe7_GL0045252,1
gene_1724078,1
Food_10_GL0053026,1
MC-6-3_GL0064168,1
HF-S_13_GL0404682,1
11_GL0161360,1
48_GL0101019,1
AF73-05_10_GL0324387,1
2-3_GL0034334,1
Food_7_GL0363046,1
S-Fe20_GL0115650,1
Food_8_GL0017859,1
8-2_GL0023160,1
gene_331111,1
Chow_2_GL0087277,1
6-3_GL0120088,1
HF-S_2_GL0116671,1
34_GL0001468,1
NZ_QZFS01000005.1_cds_WP_129175293.1_7028,1
gene_3560835,1
11_GL0037661,1
gene_2643509,1
4-3_GL0019917,1
gene_892230,1
NZ_RAZA01000026.1_cds_WP_120479756.1_1885,1
gene_3800678,1
gene_3416013,1
gene_511087,1
gene_3170557,1
gene_2110649,1
HF-F_9_GL0177812,1
HF-S_1_GL0326169,1
NZ_RAYO01000013.1_cds_2996,1
gene_1122713,1
1A-dyr4-07_GL0088834,1
14_GL0007791,1
gene_4408255,1
gene_4624074,1
Chow_7_GL0136687,1
NZ_QZFS01000051.1_cds_WP_129180466.1_6423,1
HF-F_13_GL0402528,1
23_GL0086263,1
S-Fe20_GL0131813,1
5-7_GL0100298,1
S-Fe7_GL0023426,1
gene_638672,1
gene_3267748,1
AF73-05_5_GL0094333,1
HF-F_13_GL0214778,1
S-Fe10_GL0174611,1
Food_4_GL0088676,1
gene_3843253,1
AF73-05_11_GL0213489,1
gene_1089042,1
gene_3088924,1
MC-6-5_GL0034216,1
OB-1_7_GL0090068,1
AF73-05_14_GL0364378,1
Food_7_GL0077451,1
33_GL0044392,1
OB-1_7_GL0165421,1
Chow_5_GL0223431,1
6-5_GL0029944,1
45_GL0099972,1
32_GL0106140,1
S-Fe1_GL0075016,1
NZ_RAYY01000057.1_cds_WP_120424895.1_4090,1
gene_1698937,1
S-Fe1_GL0021886,1
AF73-05_5_GL0096922,1
26_GL0124002,1
gene_4406824,1
Food_5_GL0267566,1
32_GL0064313,1
AF73-05_3_GL0205570,1
gene_4436518,1
HF-S_13_GL0168877,1
gene_4241253,1
gene_1176963,1
1_GL0078831,1
gene_350529,1
G1-7A_GL0146016,1
48_GL0030281,1
gene_4316032,1
gene_1856359,1
AF73-05_2_GL0411781,1
Food_10_GL0063613,1
DSM22607_6_GL0187330,1
3_GL0054174,1
11_GL0133449,1
10_GL0030263,1
gene_3893715,1
1-1_GL0069706,1
gene_1036678,1
Chow_8_GL0143164,1
17_GL0011183,1
gene_3534930,1
gene_2660586,1
gene_4358807,1
OB-1_10_GL0229619,1
47_GL0125892,1
Group2-3A_GL0030419,1
5-3_GL0019639,1
G1-5A_GL0092117,1
gene_2802441,1
32_GL0054874,1
gene_2855483,1
Chow_1_GL0266480,1
4-4_GL0067124,1
gene_4619541,1
S-Fe8_GL0252218,1
35_GL0120450,1
Group2-5A_GL0062569,1
Food_9_GL0179831,1
Food_5_GL0297304,1
Group2-8A_GL0091690,1
gene_2655488,1
S-Fe20_GL0074935,1
Group2-3A_GL0050972,1
gene_3524363,1
HF-S_2_GL0174705,1
MC-0-3_GL0077431,1
Food_9_GL0459444,1
AF73-05_10_GL0104438,1
2-3_GL0018398,1
AF73-05_13_GL0106415,1
2-1_GL0061303,1
AF73-05_7_GL0245181,1
27_GL0054183,1
S-Fe11_GL0026314,1
12_GL0082895,1
17_GL0135605,1
OB-1_7_GL0060867,1
NZ_QWMU01000131.1_cds_WP_004050882.1_211,1
OB-1_5_GL0005482,1
MC-6-2_GL0079604,1
5-3_GL0099001,1
gene_1869686,1
MH-6-5_GL0096361,1
gene_3926249,1
HF-F_11_GL0006158,1
gene_3445029,1
gene_2426602,1
1A-dyr2-07_GL0025533,1
1-6_GL0050115,1
S-Fe2_GL0020233,1
NZ_RAYO01000004.1_cds_WP_120394310.1_1639,1
gene_3489554,1
2-2_GL0122251,1
37_GL0019740,1
Food_12_GL0216398,1
AF73-05_6_GL0119277,1
gene_4165299,1
NZ_NHMQ01000001.1_cds_WP_065534974.1_1148,1
MC-0-3_GL0039490,1
22_GL0079139,1
gene_629168,1
3-8_GL0045717,1
MC-6-3_GL0018703,1
Food_7_GL0343561,1
NZ_KB822452.1_cds_WP_004075006.1_2724,1
gene_1935993,1
Group2-3A_GL0023286,1
AF73-05_11_GL0292636,1
gene_4113455,1
6-1_GL0010740,1
AF73-05_14_GL0341187,1
14_GL0012731,1
DSM22607_12_GL0102573,1
S-Fe20_GL0171080,1
1-7_GL0086770,1
Chow_2_GL0196524,1
18_GL0062601,1
2-7_GL0020130,1
8-1_GL0060854,1
HF-F_4_GL0207843,1
HF-S_9_GL0302702,1
gene_3663804,1
S-Fe20_GL0070468,1
gene_2387919,1
AF73-05_8_GL0074358,1
Chow_7_GL0218098,1
AF73-05_13_GL0272788,1
gene_2969928,1
gene_2612505,1
DSM22607_5_GL0001049,1
1-1_GL0006363,1
gene_2695162,1
Group2-8A_GL0063014,1
8-2_GL0136581,1
DSM22607_10_GL0133018,1
AF73-05_11_GL0386123,1
gene_809262,1
gene_2779212,1
gene_387070,1
MC-6-1_GL0014285,1
G1-5A_GL0004529,1
AF73-05_14_GL0120893,1
MC-6-5_GL0010053,1
Group2-8A_GL0073940,1
MC-0-1_GL0030841,1
gene_4065091,1
S-Fe20_GL0166321,1
gene_3627301,1
DSM22607_4_GL0138667,1
Group2-3A_GL0044869,1
gene_2667523,1
MC-6-3_GL0032302,1
MH-6-5_GL0028672,1
MC-6-1_GL0066313,1
11_GL0111333,1
2-1_GL0044853,1
gene_1371298,1
gene_3513103,1
gene_1642084,1
26_GL0096755,1
gene_2531775,1
MC-0-3_GL0039088,1
Chow_3_GL0202832,1
AF73-05_4_GL0195262,1
gene_908126,1
gene_1559257,1
8-7_GL0105886,1
gene_86198,1
gene_3968258,1
gene_3442325,1
52_GL0006686,1
NZ_KB822493.1_cds_3436,1
gene_2529172,1
11_GL0149874,1
gene_3726290,1
DSM22607_10_GL0355296,1
27_GL0015413,1
1-1_GL0039874,1
NZ_RAZG01000154.1_cds_WP_120410088.1_874,1
S-Fe7_GL0191635,1
2-1_GL0122428,1
gene_4441527,1
40_GL0055480,1
AF73-05_10_GL0239940,1
S-Fe1_GL0054992,1
48_GL0133506,1
gene_3857675,1
Food_9_GL0043452,1
40_GL0070874,1
Food_5_GL0221566,1
2756680206,1
1-2_GL0044316,1
gene_522996,1
AF73-05_7_GL0180001,1
DSM22607_12_GL0140691,1
HF-F_10_GL0085806,1
DSM22607_10_GL0276662,1
AF73-05_10_GL0191750,1
gene_1866497,1
OB-1_6_GL0351839,1
Chow_1_GL0207775,1
gene_2574451,1
gene_3464398,1
gene_3851722,1
45_GL0115437,1
HF-F_5_GL0186973,1
AF73-05_5_GL0206828,1
gene_2909025,1
Chow_4_GL0067526,1
MH-6-4_GL0065057,1
NZ_RAZG01000001.1_cds_WP_120405907.1_1535,1
HF-F_12_GL0091006,1
gene_2626619,1
gene_4639026,1
G1-2A_GL0097246,1
2-1_GL0061905,1
gene_1533885,1
10_GL0022670,1
Food_11_GL0087370,1
S-Fe3_GL0036056,1
gene_1579231,1
Group2-8A_GL0002432,1
AF73-05_14_GL0087840,1
gene_3190119,1
gene_4172884,1
S-Fe8_GL0244303,1
gene_3793078,1
MC-0-3_GL0021937,1
35_GL0074698,1
DSM22607_9_GL0200706,1
gene_2065838,1
S-Fe8_GL0215774,1
AF73-05_9_GL0107470,1
Group2-3A_GL0143732,1
MC-6-5_GL0061337,1
gene_1095953,1
MC-0-1_GL0033985,1
Chow_8_GL0033829,1
HF-F_2_GL0081854,1
Food_10_GL0203830,1
5-6_GL0104969,1
HF-F_14_GL0276790,1
50_GL0064099,1
40_GL0075482,1
HF-S_3_GL0306219,1
14_GL0042908,1
gene_3606402,1
12_GL0116099,1
HF-S_8_GL0142669,1
gene_4539116,1
MC-6-2_GL0001757,1
2-1_GL0014545,1
MH-6-1_GL0144257,1
6-5_GL0131183,1
Food_5_GL0359157,1
Chow_1_GL0101730,1
NZ_RAZK01000141.1_cds_WP_120486848.1_1014,1
39_GL0110824,1
G1-5A_GL0080288,1
Food_8_GL0042438,1
11_GL0081737,1
3-5_GL0006954,1
1-5_GL0048801,1
HF-S_12_GL0233850,1
MH-6-4_GL0162668,1
MH-6-5_GL0070521,1
gene_2012055,1
29_GL0113745,1
DSM22607_2_GL0046641,1
2A-dyr16-07_GL0036262,1
gene_2347869,1
gene_4197320,1
gene_2327816,1
MC-0-3_GL0026286,1
AF73-05_14_GL0226257,1
AF73-05_4_GL0009705,1
Group2-7A_GL0006313,1
7-1_GL0047440,1
4-3_GL0089199,1
G1-5A_GL0083827,1
10_GL0049421,1
S-Fe10_GL0115634,1
6-3_GL0097177,1
5-8_GL0025772,1
NZ_KB822463.1_cds_WP_004078343.1_3771,1
Food_4_GL0262368,1
gene_4391145,1
7-8_GL0072470,1
gene_3458872,1
HF-S_5_GL0139452,1
gene_1598368,1
gene_4056286,1
MH-6-4_GL0056087,1
Group2-4A_GL0123563,1
MH-6-3_GL0066825,1
S-Fe9_GL0207036,1
29_GL0152533,1
5-1_GL0069562,1
4-4_GL0063211,1
8-1_GL0006897,1
7-3_GL0049500,1
AF73-05_2_GL0124926,1
HF-F_13_GL0139532,1
Food_10_GL0034835,1
G1-8A_GL0004247,1
NZ_KB822493.1_cds_WP_004061142.1_3374,1
gene_1953069,1
gene_2005855,1
Food_11_GL0134819,1
MH-6-4_GL0105765,1
S-Fe8_GL0161750,1
gene_1180153,1
MH-6-5_GL0163180,1
gene_4264402,1
OB-1_6_GL0004900,1
gene_2568664,1
gene_1040071,1
gene_2846691,1
gene_4145660,1
DSM22607_10_GL0120239,1
gene_3920316,1
MC-6-1_GL0117258,1
1-7_GL0039143,1
7-5_GL0011243,1
AF73-05_3_GL0088251,1
DSM22607_2_GL0020781,1
Food_7_GL0073859,1
5-3_GL0084182,1
S-Fe2_GL0033623,1
MH-6-3_GL0113778,1
G1-3A_GL0111511,1
S-Fe20_GL0124219,1
DSM22607_5_GL0228938,1
14_GL0016830,1
MH-6-1_GL0120792,1
S-Fe10_GL0069581,1
gene_4518545,1
3_GL0151004,1
DSM22607_2_GL0331963,1
OB-1_5_GL0145742,1
NZ_QWMU01000019.1_cds_WP_004051446.1_541,1
AF73-05_4_GL0398746,1
OB-1_8_GL0187128,1
gene_1749737,1
DSM22607_11_GL0346392,1
4-8_GL0083222,1
AF73-05_14_GL0164321,1
18_GL0057510,1
Chow_2_GL0152507,1
NZ_KI535318.1_cds_WP_081707034.1_455,1
AF73-05_2_GL0206628,1
OB-1_11_GL0113550,1
4-1_GL0064964,1
S-Fe20_GL0027110,1
gene_4489965,1
1-1_GL0055881,1
gene_2989468,1
gene_3314500,1
gene_4114247,1
Food_10_GL0088949,1
G1-4A_GL0074004,1
MH-0-4_GL0052076,1
gene_2947724,1
12_GL0020703,1
NZ_RAYY01000023.1_cds_WP_120423458.1_1860,1
DSM22607_5_GL0159084,1
HF-F_13_GL0359319,1
Chow_3_GL0200288,1
NZ_RAYQ01000022.1_cds_WP_120471642.1_1773,1
Group2-6A_GL0021316,1
5-8_GL0117507,1
AF73-05_6_GL0042253,1
gene_3790657,1
8-4_GL0069737,1
gene_1805022,1
Food_9_GL0361165,1
gene_3348900,1
13_GL0043338,1
Group2-1A_GL0137405,1
gene_4564587,1
5-7_GL0037971,1
gene_2051354,1
gene_2981053,1
3-1_GL0056706,1
gene_3609338,1
1-1_GL0044803,1
gene_4122669,1
3-1_GL0017405,1
MC-0-3_GL0093394,1
HF-S_5_GL0037979,1
gene_3097006,1
gene_1276248,1
Food_4_GL0197958,1
6-2_GL0039980,1
12_GL0135731,1
AF73-05_10_GL0385497,1
G1-1A_GL0036537,1
Chow_1_GL0115584,1
1-2_GL0049672,1
11_GL0036123,1
DSM22607_11_GL0035121,1
5-1_GL0072286,1
AF73-05_2_GL0039722,1
Chow_8_GL0146689,1
33_GL0092881,1
S-Fe10_GL0112704,1
7-5_GL0076757,1
S-Fe2_GL0077307,1
Food_14_GL0283830,1
S-Fe8_GL0105148,1
MC-6-2_GL0057260,1
AF73-05_11_GL0237547,1
MH-6-4_GL0125454,1
Food_3_GL0098982,1
11_GL0111216,1
20_GL0100582,1
gene_4467942,1
S-Fe7_GL0296782,1
gene_2377222,1
gene_3726703,1
1-1_GL0114495,1
MH-6-5_GL0045940,1
gene_3514617,1
gene_2972383,1
gene_3491326,1
Chow_4_GL0166455,1
24_GL0150533,1
G1-5A_GL0070887,1
7-4_GL0003713,1
G1-5A_GL0004687,1
24_GL0000496,1
gene_3873936,1
Group2-7A_GL0130737,1
10_GL0055099,1
20_GL0012198,1
gene_1737607,1
Food_9_GL0107143,1
gene_4269542,1
8-1_GL0079582,1
HF-S_14_GL0019300,1
MH-6-4_GL0087314,1
S-Fe10_GL0092640,1
S-Fe20_GL0146626,1
gene_1649449,1
gene_3710487,1
1-1_GL0087998,1
3-4_GL0055957,1
Food_10_GL0194649,1
Group2-5A_GL0069931,1
gene_2352318,1
AF73-05_4_GL0157287,1
DSM22607_13_GL0134202,1
MH-0-3_GL0073774,1
OB-1_12_GL0282824,1
HF-S_3_GL0405206,1
39_GL0072978,1
Food_5_GL0160109,1
MC-6-2_GL0182389,1
AF73-05_10_GL0265678,1
Food_11_GL0227023,1
gene_2376234,1
7-1_GL0086103,1
gene_2355482,1
6-6_GL0138718,1
OB-1_2_GL0126704,1
Group2-6A_GL0070180,1
